i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:spawnhuman_0;pos:11490,55,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:cuboid_1;pos:-875,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_2;pos:-875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_3;pos:875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_4;pos:-875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_5;pos:-875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_6;pos:-875,0,-16625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_7;pos:9625,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_8;pos:11375,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_9;pos:11375,0,875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_10;pos:13125,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_11;pos:14875,0,-875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_12;pos:9625,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_13;pos:11375,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_14;pos:13125,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_15;pos:14875,0,-2625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_16;pos:7875,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_17;pos:9625,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_18;pos:13125,0,-4375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_19;pos:14815.89,0,-4366.951;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_20;pos:7875,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_21;pos:9625,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_22;pos:11375,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_23;pos:13125,0,-6125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_24;pos:4375,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_25;pos:6125,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_26;pos:7875,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_27;pos:9625,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_28;pos:11375,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_29;pos:13125,0,-7875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_30;pos:875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_31;pos:2625,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_32;pos:4375,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_33;pos:6125,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_34;pos:7875,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_35;pos:9625,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_36;pos:11375,0,-9625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_37;pos:2625,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_38;pos:4375,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_39;pos:7875,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_40;pos:9625,0,-11375;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_41;pos:875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_42;pos:2625,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_43;pos:4375,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_44;pos:6125,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_45;pos:7875,0,-13125;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_46;pos:11374.48,0,-11374.62;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_47;pos:875,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_48;pos:2625,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_49;pos:4375,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_50;pos:6125,0,-14875;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:cuboid_51;pos:875,0,-16625;m:cuboid;scl:175,10,175;t:grass2;til:175,175;;
i:tree2_1399;pos:12244.46,144.304,-6985.425;rot:0,118.8274,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1400;pos:12043.14,152.4941,-7403.858;rot:0,319.4524,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1401;pos:11869.17,148.5721,-7502.927;rot:0,139.149,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1402;pos:11715.7,153.6537,-7595.401;rot:0,136.5475,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1403;pos:11561.99,145.6201,-7677.464;rot:0,132.0913,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1404;pos:11411.49,149.446,-7683.05;rot:0,20.18295,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1405;pos:11281.06,148.2913,-7674.346;rot:0,90.57854,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1406;pos:10891.06,137.2646,-7625.734;rot:0,310.1194,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1407;pos:10822.72,153.6055,-7445.982;rot:0,130.1158,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree3_1408;pos:11647.71,182.4572,-7445.645;rot:0,74.15974,0;m:tree3;scl:1.5,1.5,1.5;;
i:tree3_1409;pos:11935.71,169.5514,-7230.963;rot:0,31.65951,0;m:tree3;scl:1.5,1.5,1.5;;
i:tree2_1410;pos:11986.02,147.7781,-6926.622;rot:0,339.1587,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree5_1411;pos:11531.72,122.6988,-7372.392;rot:0,259.6372,0;m:tree5;scl:1.5,1.5,1.5;;
i:tree2_1412;pos:11570.23,151.1592,-7578.544;rot:0,193.231,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree3_1413;pos:11826.24,86.38302,-7030.32;rot:0,255.9494,0;m:tree3;;
i:tree2_1414;pos:11450.77,110.7078,-7419.393;rot:0,290.3264,0;m:tree2;;
i:tree2_1415;pos:11397.29,116.9929,-7473.69;rot:0,343.0711,0;m:tree2;;
i:leaf1_1416;pos:11339.83,50.40306,-7211.529;rot:0,18.81164,0;m:leaf1;clr:40,121,17,255;;
i:leaf1_1417;pos:11590.55,53.4327,-7262.16;rot:0,102.3111,0;m:leaf1;clr:40,121,17,255;;
i:leaf1_1418;pos:11416.26,46.23351,-7310.434;rot:0,252.0506,0;m:leaf1;scl:2,2,2;clr:40,121,17,255;;
i:leaf1_1419;pos:11343.31,46.2207,-7505.973;rot:0,180.2983,0;m:leaf1;scl:2,2,2;clr:40,121,17,255;;
i:boulder1_1420;pos:11293.92,53.13226,-7629.007;rot:0,219.518,0;m:boulder1;;
i:boulder1_1421;pos:11179.85,53.28074,-7476.264;rot:0,308.0144,0;m:boulder1;;
i:boulder1_1422;pos:11668.58,48.13748,-7489.32;rot:0,83.39642,0;m:boulder1;scl:1,1,2;;
i:trunk1_1423;pos:11616.71,43.79309,-7324.462;rot:0,257.7203,0;m:trunk1;;
i:leaf3_1424;pos:10788.66,56.76381,-7165.172;rot:0,82.24113,0;m:leaf3;scl:0.6,1,10;clr:127,72,40,255;;
i:leaf3_1425;pos:11061.06,56.02563,-7124.562;rot:0,80.88014,0;m:leaf3;scl:0.6,1,10;clr:127,72,40,255;;
i:leaf3_1426;pos:11343.5,55.78801,-7065.351;rot:0,74.91581,0;m:leaf3;scl:0.6,1,10;clr:127,72,40,255;;
i:leaf3_1427;pos:11576.65,54.75957,-6999.709;rot:0,73.33566,0;m:leaf3;scl:0.6,1,10;clr:127,72,40,255;;
i:leaf3_1428;pos:11799.27,54.68598,-6825.619;rot:0,29.18507,0;m:leaf3;scl:0.6,1,10;clr:127,72,40,255;;
i:leaf3_1429;pos:11942.68,54.59109,-6572.712;rot:0,30.16236,0;m:leaf3;scl:0.6,1,10;clr:127,72,40,255;;
i:leaf1_1430;pos:11086.66,223.6961,-7348.618;rot:359.4,270.6498,180;m:leaf1;scl:15,0.5,15;;
i:leaf1_1431;pos:11223.62,196.1285,-7398.767;rot:353.2,264.6373,180;m:leaf1;scl:15,0.5,15;;
i:leaf1_1432;pos:11566.95,204.4295,-7469.722;rot:359.4,215.8847,180;m:leaf1;scl:15,0.5,15;;
i:leaf1_1433;pos:11745.32,205.697,-7338.224;rot:356.4,146.6286,180;m:leaf1;scl:15,0.5,15;;
i:leaf1_1434;pos:11989.6,178.18,-7131.919;rot:354.6001,80.36857,180;m:leaf1;scl:15,0.5,15;;
i:leaf1_1435;pos:12011.95,223.9985,-6882.501;rot:4.800062,82.35354,180;m:leaf1;scl:15,0.5,15;;
i:leaf1_1436;pos:12077.16,204.1248,-6672.343;rot:5,16.09777,180;m:leaf1;scl:15,0.5,15;;
i:leaf1_1437;pos:11798.06,211.0114,-7030.412;rot:4.99995,343.596,180;m:leaf1;scl:15,0.5,15;;
i:leaf1_1438;pos:11533.46,216.3311,-7279.759;rot:2.061851E-05,0.3430719,180;m:leaf1;scl:15,0.5,15;;
i:canal1_1439;pos:11231.25,54.48045,-7080.528;rot:0,346.5023,0;m:canal1;scl:0.1,0.1,0.1;t:bark1;;
i:canal1_1440;pos:11224.93,54.47402,-7081.947;rot:0,347.2493,0;m:canal1;scl:0.1,0.1,0.1;t:bark1;;
i:tree2_1441;pos:11836.41,151.663,-6308.607;rot:0,22.44667,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1442;pos:11323.74,154.5086,-6442.375;rot:0,216.1874,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1443;pos:11137.42,155.0165,-6565.713;rot:0,243.4253,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1444;pos:10979.83,153.0102,-6684.948;rot:0,37.02439,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1445;pos:10823.17,157.6102,-6794.309;rot:0,289.874,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1446;pos:10719.75,154.7665,-6925.146;rot:0,224.3225,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1447;pos:11501.89,149.6068,-6868.776;rot:0,63.17071,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree5_1448;pos:11291.3,120.7039,-6880.751;rot:0,241.4176,0;m:tree5;scl:1.5,1.5,1.5;;
i:tree2_1449;pos:11170.9,140.4066,-6858.281;rot:0,255.5641,0;m:tree2;scl:1.5,1.5,1.5;;
i:tree2_1450;pos:11397.79,120.0172,-6681.685;rot:0,170.6442,0;m:tree2;;
i:tree2_1451;pos:11611.69,115.0532,-6757.432;rot:0,129.6428,0;m:tree2;;
i:tree2_1452;pos:11660.43,115.678,-6856.549;rot:0,147.8921,0;m:tree2;;
i:tree2_1453;pos:11589.77,114.6079,-6600.671;rot:0,295.9362,0;m:tree2;;
i:tree2_1454;pos:11501.18,118.4901,-6506.641;rot:0,274.3852,0;m:tree2;;
i:leaf1_1455;pos:11372.99,218.9072,-6800.228;rot:352.2,334.4763,180;m:leaf1;scl:15,5,15;;
i:leaf1_1456;pos:11866.54,238.6722,-6612.892;rot:346.8,114.2149,180;m:leaf1;scl:15,5,15;;
i:leaf1_1457;pos:11621.21,228.837,-6671.715;rot:359.8,68.70655,180;m:leaf1;scl:15,5,15;;
i:leaf1_1458;pos:10975.86,252.9742,-7039.125;rot:346.8,75.94949,180;m:leaf1;scl:15,5,15;;
i:leaf1_1459;pos:11217.2,238.1476,-7232.966;rot:349.2,340.6936,180;m:leaf1;scl:15,5,15;;
i:leaf1_1460;pos:11106.21,89.40002,-7140.842;rot:333,221.8266,-5.749275E-06;m:leaf1;clr:121,121,115,255;;
i:leaf1_1461;pos:11553.92,53.53338,-7074.579;rot:0,101.2931,0;m:leaf1;clr:162,159,162,255;;
i:leaf1_1462;pos:12020.61,50.98423,-6572.042;rot:0,60.53618,0;m:leaf1;clr:162,159,162,255;;
i:leaf1_1463;pos:11362.81,53.30386,-7102.575;rot:0,233.7708,0;m:leaf1;clr:162,159,162,255;;
i:leaf1_1464;pos:11867.1,51.52227,-7320.782;rot:0,236.0023,0;m:leaf1;clr:162,159,162,255;;
i:leaf1_1465;pos:11712.64,53.25052,-7534.839;rot:0,209.7513,0;m:leaf1;clr:162,159,162,255;;
i:leaf1_1466;pos:11408.98,51.26781,-7439.403;rot:0,338.2454,0;m:leaf1;clr:162,159,162,255;;
i:leaf1_1467;pos:11493.1,52.94416,-7233.235;rot:0,24.24364,0;m:leaf1;clr:162,159,162,255;;
i:tree2_1468;pos:12145.89,113.3833,-7282.073;rot:0,89.98305,0;m:tree2;;
i:tree2_1469;pos:12237.52,119.1331,-6527.254;rot:0,123.0286,0;m:tree2;;
i:tree2_1470;pos:11720.04,122.6614,-6461.784;rot:0,333.1146,0;m:tree2;;
i:tree5_1471;pos:11642.98,112.8832,-6214.208;rot:0,187.7613,0;m:tree5;;
i:tree2_1472;pos:11237.71,119.6744,-7136.596;rot:0,160.8067,0;m:tree2;;
i:tree2_1473;pos:11067.8,122.0033,-7159.768;rot:0,352.8489,0;m:tree2;;
i:tree2_1474;pos:11833.44,122.0972,-6683.315;rot:0,355.187,0;m:tree2;;
i:leaf3_1475;pos:12273.86,98.1173,-6880.751;rot:272,271.8759,179.9984;m:leaf3;scl:10,10,10;clr:23,26,23,255;;
i:leaf3_1476;pos:12185.84,98.36865,-7200.561;rot:270.9998,292.8776,179.9998;m:leaf3;scl:10,10,10;clr:23,26,23,255;;
i:leaf3_1477;pos:11986.75,95.12016,-7445.972;rot:274.9999,138.3826,0.0001567363;m:leaf3;scl:10,10,10;clr:23,26,23,255;;
i:leaf3_1478;pos:12233.38,69.67525,-6633.032;rot:270.7997,77.12012,0.002446003;m:leaf3;scl:10,10,10;clr:23,26,23,255;;
i:leaf3_1479;pos:12244.28,94.33917,-6454.22;rot:273.7194,158.4049,233.7813;m:leaf3;scl:10,10,10;clr:23,26,23,255;;
i:tree2_1480;pos:10751.79,177.7021,-7629.044;rot:0,318.1322,0;m:tree2;scl:2,2,2;;
i:leaf3_1481;pos:10470.53,54.83659,-7180.896;rot:0,270.9673,0;m:leaf3;scl:1,1,10;clr:115,43,8,255;;
i:leaf3_1482;pos:10904.51,139.7704,-7606.297;rot:286,43.41438,180;m:leaf3;scl:10,10,10;clr:23,26,23,255;;
i:leaf3_1483;pos:11114.81,124.7804,-7721.331;rot:270.7999,14.15883,179.9996;m:leaf3;scl:10,10,10;clr:23,26,23,255;;
i:leaf3_1484;pos:11327.2,92.60461,-7728.333;rot:275.2,343.6556,180;m:leaf3;scl:10,10,10;clr:23,26,23,255;;
i:leaf3_1485;pos:11637.31,109.5538,-7643.445;rot:286.8,343.1495,180;m:leaf3;scl:10,10,10;clr:23,26,23,255;;
i:leaf3_1486;pos:11845.43,84.58878,-7561.546;rot:272.5999,317.3936,180.0001;m:leaf3;scl:10,10,10;clr:23,26,23,255;;
i:leaf1_1487;pos:11820.3,253.6864,-6397.11;rot:344.8,252.0987,180;m:leaf1;scl:15,15,15;clr:121,121,115,255;;
i:leaf1_1488;pos:12187.14,248.962,-6548.948;rot:353.4,297.3467,180;m:leaf1;scl:15,15,15;clr:121,121,115,255;;
i:canal1_1489;pos:11891.25,54.63505,-6682.941;rot:276.2799,118.5432,-0.0005463565;m:canal1;scl:0.1,0.1,0.1;t:bark1;;
i:canal1_1490;pos:11274.51,54.46016,-7066.581;rot:0,346.8316,0;m:canal1;scl:0.1,0.1,0.1;t:bark1;;
i:canal1_1491;pos:11267.97,54.50011,-7067.657;rot:0,351.7811,0;m:canal1;scl:0.1,0.1,0.1;t:bark1;;
i:canal1_1492;pos:11016.58,54.38281,-7149.805;rot:0,172.0247,0;m:canal1;scl:0.1,0.1,0.1;t:bark1;;
i:canal1_1493;pos:11022.96,54.3061,-7148.548;rot:0,172.0247,0;m:canal1;scl:0.1,0.1,0.1;t:bark1;;
i:canal1_1494;pos:11010.01,54.49595,-7150.821;rot:0,174.2745,0;m:canal1;scl:0.1,0.1,0.1;t:bark1;;
i:canal1_1495;pos:11003.28,54.49605,-7151.809;rot:0,174.7744,0;m:canal1;scl:0.1,0.1,0.1;t:bark1;;
i:canal1_1496;pos:10996.86,54.40524,-7152.178;rot:0,174.0215,0;m:canal1;scl:0.1,0.1,0.1;t:bark1;;
i:leaf1_1497;pos:11590.36,84.55505,-7064.328;rot:333.6,222.2287,-1.906358E-06;m:leaf1;;
i:leaf1_1498;pos:11350.57,91.12276,-7010.535;rot:327.8,271.7252,2.017917E-06;m:leaf1;;
i:leaf1_1499;pos:11248.59,92.11685,-7292.442;rot:294.6,212.474,1.640764E-05;m:leaf1;;
i:leaf1_1500;pos:11083.91,95.65459,-7207.484;rot:329.4,267.9713,1.983808E-06;m:leaf1;;
i:leaf1_1501;pos:10894.28,89.62546,-7094.945;rot:340.6,327.7156,2.7155E-06;m:leaf1;;
i:leaf1_1502;pos:10951.15,89.29119,-7175.572;rot:347,105.4538,8.762314E-07;m:leaf1;;
i:leaf1_1503;pos:10983.85,95.16384,-7073.166;rot:334.2,47.20316,0;m:leaf1;;
i:leaf1_1504;pos:11089.84,82.37746,-7144.644;rot:343.8,115.9525,0;m:leaf1;;
i:leaf1_1505;pos:11571.7,119.6992,-7072.744;rot:340.6,151.6994,3.620667E-06;m:leaf1;;
i:leaf1_1506;pos:11785.51,99.06974,-6968.21;rot:338,141.6968,2.762474E-06;m:leaf1;;
i:leaf1_1507;pos:11781.42,87.48792,-6712.988;rot:331.6,315.1905,-9.705851E-07;m:leaf1;;
i:leaf1_1508;pos:12080.22,93.16459,-6467.115;rot:337,90.93854,-1.855012E-06;m:leaf1;;
i:leaf3_1509;pos:10182.23,54.81791,-7105.309;rot:0,298.3178,0;m:leaf3;scl:1,1,10;clr:115,43,8,255;;
i:leaf3_1510;pos:9970.404,54.99261,-6894.834;rot:0,331.7532,0;m:leaf3;scl:1,1,10;clr:115,43,8,255;;
i:leaf3_1511;pos:9878.187,54.96768,-6594.095;rot:0,354.4271,0;m:leaf3;scl:1,1,10;clr:115,43,8,255;;
i:leaf3_1512;pos:9957.874,54.96111,-6305.401;rot:0,219.0111,0;m:leaf3;scl:1,1,10;clr:115,43,8,255;;
i:leaf3_1513;pos:10216.1,55.99066,-6158.217;rot:0,75.80653,0;m:leaf3;scl:1,1,10;clr:115,43,8,255;;
i:leaf3_1514;pos:10515.26,56.89156,-6110.399;rot:0,87.95219,0;m:leaf3;scl:1,1,10;clr:115,43,8,255;;
i:leaf3_1515;pos:10809.31,56.58791,-6110.292;rot:0,93.20011,0;m:leaf3;scl:1,1,10;clr:115,43,8,255;;
i:leaf3_1516;pos:11105.12,55.34125,-6142.955;rot:0,98.64783,0;m:leaf3;scl:1,1,10;clr:115,43,8,255;;
i:leaf3_1517;pos:11382.24,55.34972,-6192.793;rot:0,103.8451,0;m:leaf3;scl:1,1,10;clr:115,43,8,255;;
i:leaf3_1518;pos:11647.73,54.6616,-6284.884;rot:0,113.2487,0;m:leaf3;scl:1,1,10;clr:115,43,8,255;;
i:leaf3_1519;pos:11845.67,55.14371,-6367.176;rot:0,108.8399,0;m:leaf3;scl:1,1,5;clr:115,43,8,255;;
i:leaf3_1520;pos:11958.45,54.80795,-6425.592;rot:0,321.3773,0;m:leaf3;scl:1,1,5;clr:115,43,8,255;;
i:tree2_1521;pos:10336.1,247.0141,-6617.833;rot:0,60.40628,0;m:tree2;scl:3,3,3;;
i:tree2_1522;pos:10624.77,245.7243,-6753.405;rot:0,114.7542,0;m:tree2;scl:3,3,3;;
i:tree2_1523;pos:10114.55,252.7838,-6940.132;rot:0,332.3891,0;m:tree2;scl:3,3,3;;
i:tree2_1524;pos:10285.79,246.6689,-7037.466;rot:0,98.63456,0;m:tree2;scl:3,3,3;;
i:tree2_1525;pos:10384.04,253.4921,-7277.117;rot:0,238.2767,0;m:tree2;scl:3,3,3;;
i:tree2_1526;pos:11173.41,245.3792,-7480.324;rot:0,264.3396,0;m:tree2;scl:3,3,3;;
i:tree2_1527;pos:10035.78,240.9855,-7512.248;rot:0,13.06143,0;m:tree2;scl:3,3,3;;
i:tree2_1528;pos:9615.056,227.0255,-6562.68;rot:0,8.300201,0;m:tree2;scl:3,3,3;;
i:tree2_1529;pos:9908.443,239.1292,-6173.111;rot:0,109.7986,0;m:tree2;scl:3,3,3;;
i:tree2_1530;pos:10430.75,245.4187,-5870.148;rot:0,116.5454,0;m:tree2;scl:3,3,3;;
i:tree2_1531;pos:10627.36,240.7771,-5962.937;rot:0,205.2938,0;m:tree2;scl:3,3,3;;
i:tree2_1532;pos:10995.65,247.3549,-5809.821;rot:0,191.7933,0;m:tree2;scl:3,3,3;;
i:tree2_1533;pos:11195.41,213.8098,-6044.215;rot:0,159.9919,0;m:tree2;scl:3,3,3;;
i:tree2_1534;pos:10862.96,247.1482,-6502.977;rot:0,135.9902,0;m:tree2;scl:3,3,3;;
i:tree2_1535;pos:11079.6,236.6414,-6352.312;rot:0,167.8879,0;m:tree2;scl:3,3,3;;
i:tree2_1536;pos:11568.66,247.1034,-6097.42;rot:0,181.0368,0;m:tree2;scl:3,3,3;;
i:tree2_1537;pos:12083.73,247.2913,-5976.637;rot:0,270.8807,0;m:tree2;scl:3,3,3;;
i:tree2_1538;pos:12160.35,254.6229,-6145.631;rot:0,232.5303,0;m:tree2;scl:3,3,3;;
i:tree2_1539;pos:10477.99,190.494,-6205.831;rot:0,325.5576,0;m:tree2;scl:2,2,2;;
i:tree2_1540;pos:10297.58,183.2643,-6046.575;rot:0,257.503,0;m:tree2;scl:2,2,2;;
i:tree2_1541;pos:10255.22,193.1272,-6319.338;rot:0,240.7974,0;m:tree2;scl:2,2,2;;
i:tree2_1542;pos:9804.949,171.6215,-6309.962;rot:0,271.0945,0;m:tree2;scl:2,2,2;;
i:tree2_1543;pos:9956.507,186.9761,-6497.671;rot:0,93.33955,0;m:tree2;scl:2,2,2;;
i:tree2_1544;pos:9974.033,182.9967,-6715.234;rot:0,165.5391,0;m:tree2;scl:2,2,2;;
i:tree2_1545;pos:9792.684,174.1576,-6823.384;rot:0,231.7384,0;m:tree2;scl:2,2,2;;
i:tree2_1546;pos:9171.151,190.7957,-7809.446;rot:0,224.3319,0;m:tree2;scl:2,2,2;;
i:tree2_1547;pos:9115.08,186.7394,-6867.055;rot:0,121.7282,0;m:tree2;scl:2,2,2;;
i:tree2_1548;pos:9572.704,153.4259,-6341.752;rot:0,183.6755,0;m:tree2;scl:2,2,2;;
i:tree2_1549;pos:9519.282,173.7441,-6632.299;rot:0,155.4724,0;m:tree2;scl:2,2,2;;
i:tree2_1550;pos:9208.68,170.5379,-7327.042;rot:0,255.5206,0;m:tree2;scl:2,2,2;;
i:tree2_1551;pos:9459.694,168.7407,-6838.478;rot:0,354.9608,0;m:tree2;scl:2,2,2;;
i:tree2_1552;pos:10822.59,175.4521,-5920.831;rot:0,337.9561,0;m:tree2;scl:2,2,2;;
i:tree2_1553;pos:11811.68,171.3517,-5665.144;rot:0,155.1966,0;m:tree2;scl:2,2,2;;
i:tree2_1554;pos:10438.1,166.6484,-7925.66;rot:0,293.6242,0;m:tree2;scl:2,2,2;;
i:tree2_1555;pos:10072.11,171.4561,-7947.583;rot:0,339.8642,0;m:tree2;scl:2,2,2;;
i:tree2_1556;pos:9910.191,172.6754,-8177.12;rot:0,42.65799,0;m:tree2;scl:2,2,2;;
i:tree2_1557;pos:9650.104,184.6561,-8280.077;rot:0,104.2997,0;m:tree2;scl:2,2,2;;
i:tree2_1558;pos:9159.305,160.2655,-7916.234;rot:0,68.59374,0;m:tree2;scl:2,2,2;;
i:tree2_1559;pos:10915.09,163.4916,-5998.367;rot:0,178.2085,0;m:tree2;scl:2,2,2;;
i:tree2_1560;pos:11429.5,182.1833,-6294.593;rot:0,144.057,0;m:tree2;scl:2,2,2;;
i:tree3_1561;pos:11576.27,191.534,-5914.573;rot:0,25.29719,0;m:tree3;scl:2,2,2;;
i:tree5_1562;pos:11846.39,155.6088,-5957.78;rot:0,24.46346,0;m:tree5;scl:2,2,2;;
i:tree2_1563;pos:9989.754,116.4827,-6031.217;rot:0,141.4973,0;m:tree2;;
i:tree2_1564;pos:10225.62,113.5515,-5867.793;rot:0,149.9934,0;m:tree2;;
i:tree2_1565;pos:10812.49,108.7422,-5806.186;rot:0,134.2389,0;m:tree2;;
i:tree2_1566;pos:11290.16,110.3579,-5843.146;rot:0,64.23587,0;m:tree2;;
i:tree2_1567;pos:11071.43,118.4663,-6208.658;rot:0,244.8731,0;m:tree2;;
i:tree2_1568;pos:11263.39,101.8245,-6090.258;rot:0,45.21736,0;m:tree2;;
i:tree2_1569;pos:10881.59,116.7188,-6346.137;rot:0,222.4665,0;m:tree2;;
i:tree2_1570;pos:9749.564,113.6801,-6223.642;rot:0,81.5976,0;m:tree2;;
i:tree2_1571;pos:9556.893,116.2871,-6321.304;rot:0,178.4455,0;m:tree2;;
i:tree2_1572;pos:9293.991,102.6926,-6595.676;rot:0,7.737212,0;m:tree2;;
i:tree2_1573;pos:12024.24,113.0798,-5681.871;rot:0,98.39781,0;m:tree2;;
i:tree2_1574;pos:11848.51,113.3064,-5590.591;rot:0,301.2471,0;m:tree2;;
i:tree2_1575;pos:11673.76,114.1357,-5505.009;rot:0,218.8966,0;m:tree2;;
i:tree2_1576;pos:11562.43,114.4161,-5651.625;rot:0,136.1453,0;m:tree2;;
i:tree2_1577;pos:11461,116.5238,-5710.086;rot:0,188.6453,0;m:tree2;;
i:tree2_1578;pos:8933.048,100.47,-7227.408;rot:0,247.2895,0;m:tree2;;
i:tree2_1579;pos:9000.46,101.5751,-7367.15;rot:0,19.98838,0;m:tree2;;
i:tree2_1580;pos:9046.243,117.768,-7439.907;rot:0,101.6379,0;m:tree2;;
i:tree2_1581;pos:9044.944,99.77286,-7582.54;rot:359.3998,78.38731,-1.088621E-05;m:tree2;;
i:tree2_1582;pos:9175.53,103.1729,-7557.782;rot:0,186.8369,0;m:tree2;;
i:tree2_1583;pos:9270.924,133.3407,-8186.604;rot:0,115.1326,0;m:tree2;;
i:tree2_1584;pos:9492.103,155.1473,-8300.548;rot:0,75.63199,0;m:tree2;;
i:tree2_1585;pos:10056.85,106.4504,-8084.481;rot:0,358.3755,0;m:tree2;;
i:tree2_1586;pos:10332.07,114.204,-8001.904;rot:0,91.61727,0;m:tree2;;
i:tree2_1587;pos:10699.31,113.4631,-7770.613;rot:0,0.5791855,0;m:tree2;;
