i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_1;pos:-7.494504,49.88862,4.807927;rot:0,180,0;m:cuboid;scl:135,10,135;mat:transparent;clr:255,0,0,175;c:trigger;c:killzone;;
i:cuboid_2;pos:-7.628267,139.7679,4.740594;rot:0,180,0;m:cuboid;scl:135,10,135;t:stone8;;
i:spawnhuman_3;pos:-10.00364,484.882,-9.938233;rot:0,180,0;m:spawnhuman;l:26;c:spawner, f:1, t:1;;
i:spawnhuman_4;pos:-10.00503,484.0516,-9.949316;rot:0,180,0;m:spawnhuman;l:26;c:spawner, f:2, t:1;;
i:house9_2322;pos:824.8076,337.1519,787.8179;rot:0,89.9899,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2323;pos:824.6918,337.1519,771.8073;rot:0,89.9899,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2324;pos:824.6962,337.1519,755.8121;rot:0,89.9899,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2325;pos:824.7376,337.1519,739.8541;rot:0,89.9899,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2326;pos:824.7409,337.1519,723.7938;rot:0,89.9899,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2327;pos:824.7045,337.1519,707.791;rot:0,89.9899,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2328;pos:824.7459,337.1519,691.7763;rot:0,89.9899,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2329;pos:824.788,337.1519,675.7302;rot:0,89.9899,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2330;pos:824.7507,337.1519,659.692;rot:0,89.9899,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2331;pos:824.7153,337.1519,643.6627;rot:0,89.9899,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2332;pos:890.3625,337.1734,867.519;rot:0,269.9899,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2333;pos:890.3636,337.1753,851.5453;rot:0,269.9885,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2334;pos:890.3667,337.1753,835.5735;rot:0,269.9885,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2335;pos:890.3703,337.1753,819.5672;rot:0,269.9885,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2336;pos:890.3737,337.1753,803.5766;rot:0,269.9885,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2337;pos:890.3779,337.1753,787.5615;rot:0,269.9885,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2338;pos:890.3814,337.1753,771.5345;rot:0,269.9885,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2339;pos:890.3849,337.1753,755.5273;rot:0,269.9885,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2340;pos:890.3878,337.1753,739.5006;rot:0,269.9885,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2341;pos:890.3921,337.1753,723.4743;rot:0,269.9885,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2342;pos:890.3958,337.1753,707.4703;rot:0,269.9885,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2343;pos:890.3979,337.1753,691.442;rot:0,269.9885,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2344;pos:890.4022,337.1753,675.4756;rot:0,269.9885,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2345;pos:890.4055,337.1753,659.5326;rot:0,269.9885,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:house9_2346;pos:890.4092,337.1753,643.5726;rot:0,269.9885,0;m:house9;scl:0.4,0.2,0.4;t:metal4;;
i:pillar1_2347;pos:857.451,333.2679,743.7825;rot:0,269.9885,0;m:pillar1;scl:0.2,0.01,0.2;t:bark1;;
i:pillar1_2348;pos:857.443,333.1858,646.7542;rot:0,269.9885,0;m:pillar1;scl:0.2,0.01,0.2;t:bark1;;
i:pillar1_2349;pos:857.4411,333.1877,799.2587;rot:0,269.9885,0;m:pillar1;scl:0.2,0.01,0.2;t:bark1;;
i:pillar1_2350;pos:857.5007,333.1874,691.7555;rot:0,269.9885,0;m:pillar1;scl:0.2,0.01,0.2;t:bark1;;
i:pillar1_2351;pos:857.4286,333.1874,857.9875;rot:0,269.9885,0;m:pillar1;scl:0.2,0.01,0.2;t:bark1;;
i:field1_2352;pos:857.5189,333.6512,646.7672;rot:0,269.9885,0;m:field1;scl:0.05,0.1,0.05;clr:255,0,0,255;;
i:field1_2353;pos:857.626,333.7712,691.7784;rot:0,269.9885,0;m:field1;scl:0.05,0.1,0.05;clr:255,0,0,255;;
i:field1_2354;pos:857.4991,333.8512,743.7402;rot:0,269.9885,0;m:field1;scl:0.05,0.1,0.05;clr:255,0,0,255;;
i:field1_2355;pos:857.6043,333.8112,799.2172;rot:0,269.9885,0;m:field1;scl:0.05,0.1,0.05;clr:255,0,0,255;;
i:field1_2356;pos:857.5539,333.7312,858.0223;rot:0,269.9885,0;m:field1;scl:0.05,0.1,0.05;clr:255,0,0,255;;
i:field1_2357;pos:857.5532,333.7712,857.7831;rot:0,244.9885,0;m:field1;scl:0.05,0.1,0.05;clr:255,115,0,255;;
i:field1_2358;pos:857.6824,333.6512,799.4857;rot:0,308.3885,0;m:field1;scl:0.05,0.1,0.05;clr:255,115,0,255;;
i:field1_2359;pos:857.423,333.8512,743.9075;rot:0,207.9885,0;m:field1;scl:0.05,0.1,0.05;clr:255,115,0,255;;
i:field1_2360;pos:857.5497,333.6112,691.9822;rot:0,299.3885,0;m:field1;scl:0.05,0.1,0.05;clr:255,115,0,255;;
i:field1_2361;pos:857.5977,333.7312,646.8029;rot:0,239.3885,0;m:field1;scl:0.05,0.1,0.05;clr:255,115,0,255;;
i:field1_2362;pos:857.5201,333.6912,647.043;rot:0,307.7885,0;m:field1;scl:0.05,0.1,0.05;clr:255,255,0,255;;
i:field1_2363;pos:857.8207,333.6912,691.7977;rot:0,234.9885,0;m:field1;scl:0.05,0.1,0.05;clr:255,255,0,255;;
i:field1_2364;pos:857.6158,333.8512,743.9335;rot:0,315.1885,0;m:field1;scl:0.05,0.1,0.05;clr:255,255,0,255;;
i:field1_2365;pos:857.5654,333.8112,799.3781;rot:0,198.5885,0;m:field1;scl:0.05,0.1,0.05;clr:255,255,0,255;;
i:field1_2366;pos:857.6312,333.7712,858.1443;rot:0,227.3885,0;m:field1;scl:0.05,0.1,0.05;clr:255,255,0,255;;
i:elevator1_2373;pos:844.1912,307.1108,878.7731;rot:0,179.75,0;m:elevator1;scl:0.3,0.3,0.3;;
i:cuboid_2374;pos:844.1999,307.5037,878.8177;rot:0,179.75,0;m:cuboid;scl:0.48,0.1,0.48;clr:34,20,0,255;;
i:tube_2375;pos:834.051,312.2713,877.2982;rot:270.2791,179.75,1.910939E-05;m:tube;scl:0.7,0.3,0.7;t:metal4;;
i:cylinder_2376;pos:834.2086,311.9513,877.9402;rot:270,179.75,0;m:cylinder;scl:0.2,0.3,0.2;t:metal4;;
i:cylinder_2377;pos:834.167,311.8266,877.5708;rot:0,179.75,0;m:cylinder;scl:0.05,0.4,0.05;t:metal4;;
i:cylinder_2378;pos:834.1273,311.9466,877.5712;rot:0,179.75,269.92;m:cylinder;scl:0.05,0.4,0.05;t:metal4;;
i:tube_2379;pos:834.0488,312.3147,877.3421;rot:270,179.75,0;m:tube;scl:0.8,0.2,0.8;clr:43,26,0,255;;
i:cylinder_2380;pos:844.1993,329.3054,878.7582;rot:0,179.75,0;m:cylinder;scl:0.03,1.6,0.03;clr:43,26,0,255;;
i:cylinder_2381;pos:838.4631,329.3001,877.9146;rot:0,179.75,0;m:cylinder;scl:0.03,1.6,0.03;clr:43,26,0,255;;
i:cuboid_2382;pos:841.6473,344.504,877.8907;rot:0,179.75,0;m:cuboid;scl:1,0.3,0.3;t:metal4;;
i:cuboid_2383;pos:838.1854,341.1154,874.0743;rot:318.8,179.75,4.432466E-08;m:cuboid;scl:0.3,1,0.3;t:metal4;;
i:cuboid_2384;pos:838.192,333.4629,871.356;rot:0,179.75,0;m:cuboid;scl:0.3,1,0.3;t:metal4;;
i:house7_2386;pos:-374.7576,316.3173,-1182.705;rot:0,90,0;m:house7;scl:2,0.5,1.5;clr:110,110,110,255;;
i:house5_2387;pos:-356.0039,315.8695,-1104.494;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:110,110,110,255;;
i:house5_2388;pos:-356.092,315.8695,-1070.127;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:110,110,110,255;;
i:house5_2389;pos:-356.0917,315.8695,-1036.136;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:110,110,110,255;;
i:house5_2390;pos:-356.0319,315.8695,-1001.987;rot:0,180,0;m:house5;scl:0.5,0.5,0.5;clr:110,110,110,255;;
i:house5_2391;pos:-399.5945,315.8695,-1111.657;rot:0,0.1999993,0;m:house5;scl:0.5,0.5,0.5;clr:110,110,110,255;;
i:house5_2392;pos:-399.5327,315.8695,-1077.266;rot:0,359.88,0;m:house5;scl:0.5,0.5,0.5;clr:110,110,110,255;;
i:house5_2393;pos:-399.5731,315.8695,-1043.53;rot:0,0.1599938,0;m:house5;scl:0.5,0.5,0.5;clr:110,110,110,255;;
i:house5_2394;pos:-399.5729,315.8695,-1009.589;rot:0,-1.817271E-05,0;m:house5;scl:0.5,0.5,0.5;clr:110,110,110,255;;
i:wall3_2398;pos:-376.4857,307.895,-1136.243;rot:0,180,0;m:wall3;scl:0.07,0.055,0.1;t:stone2;;
i:cuboid_2399;pos:-377.4859,310.5637,-1196.359;rot:0,180,0;m:cuboid;scl:0.07,0.2,0.2;t:stone2;;
i:wall2_2400;pos:-376.4056,310.5351,-1135.402;rot:0,180,0;m:wall2;scl:0.07,0.13,0.1;t:stone2;;
i:cuboid_2401;pos:-376.4056,310.3734,-1196.341;rot:0,180,0;m:cuboid;scl:0.2,0.1,0.2;t:stone2;;
i:cuboid_2402;pos:-376.4056,311.9427,-1198.124;rot:0,180,0;m:cuboid;scl:0.2,0.2,0.2;t:stone2;;
i:cuboid_2403;pos:-376.4056,310.6037,-1198.314;rot:0,180,0;m:cuboid;scl:0.3,0.2,0.2;t:stone2;;
i:sphere_2404;pos:-376.2856,304.6033,-1201.627;rot:0,180,0;m:sphere;scl:3,1,3;t:grass1;;
i:cuboid_2405;pos:-375.3254,310.5633,-1196.359;rot:0,180,0;m:cuboid;scl:0.07,0.2,0.2;t:stone2;;
i:cylinder_2406;pos:-376.4056,310.8545,-1198.64;rot:270.1187,180,-6.999539E-09;m:cylinder;scl:0.7,0.1,0.7;t:stone2;;
i:statue2_2407;pos:-376.4056,314.1763,-1198.19;rot:0,1.120078,0;m:statue2;scl:0.03,0.03,0.03;t:rock1;clr:255,0,0,255;;
i:statue2_2408;pos:-375.2855,313.9759,-1198.193;rot:-5.00258E-08,359.7201,343.6;m:statue2;scl:0.03,0.03,0.03;t:rock1;clr:255,0,0,255;;
i:statue2_2409;pos:-377.4459,314.0161,-1198.238;rot:-4.885332E-12,4.443763E-05,15.80002;m:statue2;scl:0.03,0.03,0.03;t:rock1;clr:255,0,0,255;;
i:statue2_2410;pos:-378.4061,313.5358,-1197.979;rot:4.335569E-08,359.8401,41.4;m:statue2;scl:0.03,0.03,0.03;t:rock1;clr:255,0,0,255;;
i:statue2_2411;pos:-374.4857,313.5762,-1198.139;rot:2.001032E-08,0.160044,325.2;m:statue2;scl:0.03,0.03,0.03;t:rock1;clr:255,0,0,255;;
i:statue2_2412;pos:-373.6451,312.6555,-1198.291;rot:-2.668043E-08,0.3600778,309;m:statue2;scl:0.03,0.03,0.03;t:rock1;clr:255,0,0,255;;
i:statue2_2413;pos:-379.1662,312.6958,-1198.135;rot:0,359.1201,58.19999;m:statue2;scl:0.03,0.03,0.03;t:rock1;clr:255,0,0,255;;
i:statue2_2414;pos:-373.1249,311.5358,-1198.017;rot:-1.86763E-07,359.1601,282.8;m:statue2;scl:0.03,0.03,0.03;t:rock1;clr:255,0,0,255;;
i:statue2_2415;pos:-379.6461,311.6957,-1197.978;rot:-4.233955E-11,4.032416E-05,80.20005;m:statue2;scl:0.03,0.03,0.03;t:rock1;clr:255,0,0,255;;
i:tube_2417;pos:-0.6546112,345.4677,-3.653065;rot:0,180,0;m:tube;scl:0.15,1.4,0.15;t:stone3;til:3,3;;
i:tube_2418;pos:-0.6531467,340.2572,-3.553424;rot:0,180,0;m:tube;scl:0.2,0.2,0.2;t:stone3;til:3,3;;
i:tube_2419;pos:-0.6531469,340.2386,-3.682428;rot:0,180,0;m:tube;scl:0.3,0.2,0.3;t:stone3;til:3,3;;
i:tube_2420;pos:-0.7365624,340.2314,-3.530663;rot:0,180,0;m:tube;scl:0.4,0.2,0.4;t:stone3;til:3,3;;
i:tube_2421;pos:-0.7715538,340.2313,-3.549615;rot:0,180,0;m:tube;scl:0.6,0.2,0.6;t:stone3;til:3,3;;
i:tube_2422;pos:-0.8062661,340.2314,-3.643719;rot:0,180,0;m:tube;scl:0.9,0.2,0.9;t:stone3;til:3,3;;
i:tube_2423;pos:-0.828376,340.1965,-3.848014;rot:0,180,0;m:tube;scl:1.3,0.2,1.3;t:stone3;til:3,3;;
i:tube_2424;pos:-0.8778563,340.1964,-3.968259;rot:0,180,0;m:tube;scl:1.9,0.2,1.9;t:stone3;til:3,3;;
i:tube_2425;pos:-0.831686,340.1564,-4.089506;rot:0,180,0;m:tube;scl:2.7,0.2,2.7;t:stone3;til:3,3;;
i:tube_2426;pos:-0.1178784,331.8381,-3.674545;rot:0,180,0;m:tube;scl:4.5,2,4.5;t:stone3;til:3,3;;
i:cuboid_2428;pos:-1.050915,331.0773,-20.68238;rot:0,180,0;m:cuboid;scl:5,0.1,1.5;t:stone3;til:3,3;;
i:cuboid_2429;pos:-1.049313,331.0777,8.830032;rot:0,180,0;m:cuboid;scl:5,0.1,1.5;t:stone3;til:3,3;;
i:cuboid_2430;pos:11.74915,331.0921,-12.6877;rot:0,180,0;m:cuboid;scl:1.5,0.1,5;t:stone3;til:3,3;;
i:cuboid_2431;pos:-11.11326,331.0921,-3.854442;rot:0,180,0;m:cuboid;scl:1.5,0.1,5;t:stone3;til:3,3;;
i:cuboid_2432;pos:0.2375846,327.9335,-3.879916;rot:341.56,180,2.145727E-12;m:cuboid;scl:0.2,0.1,2;t:stone3;til:3,3;;
i:cylinder_2433;pos:0.4477507,324.3252,-2.94155;rot:0,359.2228,0;m:cylinder;scl:5,0.1,5;t:rock3;clr:89,89,89,255;;
i:house2_2434;pos:16.08311,331.1833,-10.35318;rot:0,293.9388,0;m:house2;scl:0.2,0.2,0.4;;
i:house2_2435;pos:17.30865,331.1059,0.8359812;rot:0,261.643,0;m:house2;scl:0.2,0.2,0.4;;
i:house2_2436;pos:11.38211,331.0976,10.81122;rot:0,219.0929,0;m:house2;scl:0.2,0.2,0.4;;
i:house2_2437;pos:0.003861025,331.1018,14.49343;rot:0,179.9907,0;m:house2;scl:0.2,0.2,0.4;;
i:house2_2438;pos:-10.7967,331.0811,10.3612;rot:0,138.2465,0;m:house2;scl:0.2,0.2,0.4;;
i:house2_2439;pos:-16.57499,331.132,0.722117;rot:0,102.7851,0;m:house2;scl:0.2,0.2,0.4;;
i:house2_2440;pos:-15.68242,331.1807,-10.35832;rot:0,67.98463,0;m:house2;scl:0.2,0.2,0.4;;
i:house11_2441;pos:210.6484,351.2624,23.6599;rot:0,180,0;m:house11;scl:2,0.3,1;;
i:house11_2442;pos:330.2258,351.278,23.57723;rot:0,180,0;m:house11;scl:2,0.3,1;;
i:house11_2443;pos:90.62708,351.2405,23.59869;rot:0,180,0;m:house11;scl:2,0.3,1;;
i:cuboid_2444;pos:195.0504,349.7718,365.3047;rot:0,89.9991,0;m:cuboid;scl:1.5,0.3,40;t:stone3;til:3,3;;
i:cuboid_2445;pos:195.0107,349.7718,276.9143;rot:0,89.9991,0;m:cuboid;scl:1.5,0.3,40;t:stone3;til:3,3;;
i:cuboid_2446;pos:195.0109,349.7717,185.1904;rot:0,89.9991,0;m:cuboid;scl:1.5,0.3,40;t:stone3;til:3,3;;
i:cuboid_2447;pos:194.8139,349.7487,89.54825;rot:0,89.9991,0;m:cuboid;scl:1.5,0.3,40;t:stone3;til:3,3;;
i:house11_2448;pos:91.93005,351.2517,57.16152;rot:0,3.598189E-05,0;m:house11;scl:2,0.3,1;;
i:house11_2449;pos:211.873,351.2759,57.21606;rot:0,7.711825E-05,0;m:house11;scl:2,0.3,1;;
i:house11_2450;pos:331.8432,351.2762,57.20229;rot:0,7.712976E-05,0;m:house11;scl:2,0.3,1;;
i:house11_2451;pos:90.60302,351.4173,122.9414;rot:0,180,0;m:house11;scl:2,0.3,1;;
i:house11_2452;pos:210.5607,351.3709,122.8702;rot:0,180,0;m:house11;scl:2,0.3,1;;
i:house11_2453;pos:330.5745,351.392,122.822;rot:0,180,0;m:house11;scl:2,0.3,1;;
i:house11_2454;pos:91.83635,351.2808,157.0857;rot:0,7.713644E-05,0;m:house11;scl:2,0.3,1;;
i:house11_2455;pos:211.7826,351.2562,157.1158;rot:0,4.147324E-05,0;m:house11;scl:2,0.3,1;;
i:house11_2456;pos:331.7563,351.2686,157.0922;rot:0,5.558533E-05,0;m:house11;scl:2,0.3,1;;
i:house11_2457;pos:90.53717,351.2745,214.2841;rot:0,180,0;m:house11;scl:2,0.3,1;;
i:house11_2458;pos:210.5819,351.2693,214.3385;rot:0,180,0;m:house11;scl:2,0.3,1;;
i:house11_2459;pos:330.5305,351.2697,214.3291;rot:0,180,0;m:house11;scl:2,0.3,1;;
i:house11_2460;pos:91.86282,351.2584,248.283;rot:0,7.981782E-05,0;m:house11;scl:2,0.3,1;;
i:house11_2461;pos:211.8348,351.2719,248.3121;rot:0,359.9601,0;m:house11;scl:2,0.3,1;;
i:house11_2462;pos:331.8127,351.3031,248.316;rot:0,2.2615E-05,0;m:house11;scl:2,0.3,1;;
i:house11_2463;pos:90.53681,351.2593,304.5279;rot:0,180,0;m:house11;scl:2,0.3,1;;
i:house11_2464;pos:330.5457,351.2546,304.4537;rot:0,180,0;m:house11;scl:2,0.3,1;;
i:house11_2465;pos:210.5378,351.2481,304.5154;rot:0,180,0;m:house11;scl:2,0.3,1;;
i:house11_2466;pos:91.76203,351.2547,338.6129;rot:0,7.648277E-05,0;m:house11;scl:2,0.3,1;;
i:house11_2467;pos:211.6288,351.2695,338.5563;rot:0,7.562413E-05,0;m:house11;scl:2,0.3,1;;
i:house11_2468;pos:331.5352,351.2923,338.5596;rot:0,2.720403E-05,0;m:house11;scl:2,0.3,1;;
i:cuboid_2469;pos:-259.7707,349.7762,128.6445;rot:0,180,0;m:cuboid;scl:0.3,0.3,25;t:stone3;til:3,3;;
i:tree2_2470;pos:-24.96619,357.9285,109.437;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:cuboid_2471;pos:-131.2615,349.7876,254.9967;rot:0,90.03999,0;m:cuboid;scl:0.3,0.3,26;t:stone3;til:3,3;;
i:tree2_2472;pos:-112.4463,357.2086,19.72332;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2473;pos:-167.4969,357.6851,109.4693;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2474;pos:-112.5907,358.0959,46.50557;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2475;pos:-112.5907,358.0959,33.66571;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2476;pos:-112.5907,358.0959,110.3854;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2477;pos:-112.5903,358.0959,71.90564;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2478;pos:-112.5902,358.0959,59.12048;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2479;pos:-112.5907,358.0959,84.72066;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2480;pos:-112.5907,358.0959,97.44054;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2481;pos:-192.4323,357.6851,109.4692;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2482;pos:-112.5907,358.0959,239.1751;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2483;pos:-112.5902,358.0959,161.8401;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2484;pos:-112.5902,358.0959,149.0314;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2485;pos:-180.004,357.6851,109.4693;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2486;pos:-112.5902,358.0959,174.6821;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2487;pos:-154.9027,358.0364,19.83536;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2488;pos:-112.685,358.0364,200.637;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2489;pos:-204.905,357.6851,109.4692;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2490;pos:-154.9027,357.9286,84.39581;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2491;pos:-154.9027,357.9286,174.9162;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2492;pos:-154.9027,357.9286,162.316;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2493;pos:-154.9027,357.9286,96.67567;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2494;pos:-154.9027,357.9286,59.51579;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2495;pos:-154.9027,357.9286,149.3159;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2496;pos:-154.9027,357.9286,109.6758;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2497;pos:-112.7249,357.9286,188.1562;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2498;pos:-154.9027,357.9286,71.71567;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2499;pos:-154.9027,357.9286,225.9166;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2500;pos:-154.9027,357.9286,33.67566;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2501;pos:-154.9027,357.9286,47.11556;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2502;pos:-154.9027,357.9286,238.7963;rot:0,180,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2503;pos:-154.9103,357.9399,200.5335;rot:0,178.2793,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2504;pos:-154.8305,358.02,187.7737;rot:0,176.5193,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2505;pos:-154.9103,357.94,213.3341;rot:0,173.9594,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2506;pos:-112.7002,357.9996,213.5112;rot:0,173.9993,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2507;pos:-112.6206,358.1198,225.5115;rot:0,175.3994,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2508;pos:-133.0234,364.7692,129.1329;rot:0,180,0;m:tree2;scl:0.2,0.2,0.2;clr:255,110,110,255;;
i:tree2_2509;pos:-217.3328,357.6851,109.4692;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2510;pos:-62.64571,357.6851,109.4692;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2511;pos:-75.24031,357.6851,109.4692;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2512;pos:-229.8358,357.6851,109.4692;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2513;pos:-100.312,357.6851,109.4692;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2514;pos:-242.188,357.6851,109.4692;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2515;pos:-87.82465,357.6851,109.4702;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2516;pos:-50.068,357.6851,109.38;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2517;pos:-37.3844,357.6851,149.2198;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2518;pos:-99.61433,357.6851,149.2198;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2519;pos:-73.40994,357.6851,149.2198;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2520;pos:-37.60468,357.6851,109.5398;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2521;pos:-167.4777,357.6851,149.2198;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2522;pos:-86.99335,357.6851,149.2198;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2523;pos:-58.98781,357.6851,149.2198;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2524;pos:-25.18282,357.6851,149.2198;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2525;pos:-49.97891,357.6851,149.2198;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2526;pos:-179.7352,357.6851,149.2198;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2527;pos:-192.3311,357.6851,149.2198;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2528;pos:-204.4863,357.6851,149.2198;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
i:tree2_2529;pos:-217.0408,357.6851,149.2198;rot:0,89.99937,0;m:tree2;scl:0.1,0.1,0.1;clr:255,110,110,255;;
