i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cone_1;pos:-57.37149,-806.7556,-149.0134;rot:1.239974,206.4332,180;m:cone;scl:1,0.4,1;t:metal1;til:5,5;;
i:cuboid_2;pos:-2000,800,-6000;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_3;pos:-6000,1400,-8000;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_4;pos:-8000,3000,400;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_5;pos:6000,2000,6000;rot:322.6948,162.2553,49.63547;m:cuboid;scl:100,0,20;mat:transparent;clr:255,255,255,200;;
i:cuboid_6;pos:8000,-800,0;rot:0,180,337.3801;m:cuboid;scl:160,0,160;mat:transparent;clr:255,255,255,200;;
i:cuboid_7;pos:-1530.734,-800,-3695.518;rot:0,22.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_8;pos:-1530.734,-800,3695.518;rot:0,157.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_9;pos:-2828.427,-800,-2828.427;rot:0,45,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_10;pos:-2828.427,-800,2828.427;rot:0,135,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_11;pos:-3695.518,-800,-1530.734;rot:0,67.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_12;pos:-3695.518,-800,1530.734;rot:0,112.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_13;pos:-4000,-800,0;rot:0,90,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_14;pos:0,-800,-4000;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_15;pos:0,-800,4000;rot:0,180,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_16;pos:1530.734,-800,-3695.518;rot:0,337.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_17;pos:1530.734,-800,3695.518;rot:0,202.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_18;pos:2828.427,-800,-2828.427;rot:0,315,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_19;pos:2828.427,-800,2828.427;rot:0,225,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_20;pos:3695.518,-800,-1530.734;rot:0,292.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_21;pos:3695.518,-800,1530.734;rot:0,247.5,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_22;pos:4000,-800,0;rot:0,270,0;m:cuboid;scl:176.2433,0.1,40;mat:transparent;clr:255,255,255,200;;
i:cuboid_1367;pos:66.9696,-786.6789,-343.2748;rot:2.181217,348.9609,281.0391;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1368;pos:66.9696,-786.6789,343.2748;rot:2.181217,191.0391,258.9609;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1369;pos:66.9696,-813.3211,-343.2748;rot:357.8188,348.9609,78.96087;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1370;pos:66.9696,-813.3211,343.2748;rot:357.8188,191.0391,101.0391;m:cuboid;scl:4.320026,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1371;pos:-19.50903,-701.9214,0;rot:78.74999,90,90;m:cuboid;scl:4.71969,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1372;pos:-19.50903,-898.0786,0;rot:281.25,90,270;m:cuboid;scl:4.71969,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1373;pos:-55.55702,-716.853,0;rot:56.25004,90,90;m:cuboid;scl:4.71969,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1374;pos:-55.55702,-883.147,0;rot:303.75,90,270;m:cuboid;scl:4.71969,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1375;pos:-83.14696,-744.443,0;rot:33.75002,90,90;m:cuboid;scl:4.71969,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1376;pos:-83.14696,-855.557,0;rot:326.25,90,270;m:cuboid;scl:4.71969,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1377;pos:-98.07853,-780.491,0;rot:11.24998,90,90;m:cuboid;scl:4.71969,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1378;pos:-98.07853,-819.509,0;rot:348.75,90,270;m:cuboid;scl:4.71969,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1379;pos:19.50903,-701.9214,0;rot:78.74999,270,270;m:cuboid;scl:4.71969,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1380;pos:19.50903,-898.0786,0;rot:281.25,270,90;m:cuboid;scl:4.71969,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1381;pos:55.55702,-716.853,0;rot:56.25004,270,270;m:cuboid;scl:4.71969,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1382;pos:55.55702,-883.147,0;rot:303.75,270,90;m:cuboid;scl:4.71969,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1383;pos:83.14696,-744.443,0;rot:33.75002,270,270;m:cuboid;scl:4.71969,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1384;pos:83.14696,-855.557,0;rot:326.25,270,90;m:cuboid;scl:4.71969,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1385;pos:98.07853,-780.491,0;rot:11.24998,270,270;m:cuboid;scl:4.71969,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1386;pos:98.07853,-819.509,0;rot:348.75,270,90;m:cuboid;scl:4.71969,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1387;pos:-18.024,-709.3873,-38.26834;rot:64.97556,25.21983,27.46453;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1388;pos:-18.024,-709.3873,38.26834;rot:64.97559,154.7802,152.5355;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1389;pos:-18.024,-890.6127,-38.26834;rot:295.0244,25.21983,332.5355;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1390;pos:-18.024,-890.6127,38.26834;rot:295.0244,154.7802,207.4645;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1391;pos:-51.328,-723.1823,38.26834;rot:50.19053,126.7068,119.8008;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1392;pos:-51.328,-876.8177,-38.26834;rot:309.8095,53.29317,299.8008;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1393;pos:-51.328,-876.8177,38.26834;rot:309.8095,126.7068,240.1992;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1394;pos:-76.81778,-748.672,-38.26834;rot:30.88255,63.51883,75.65671;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1395;pos:-76.81778,-748.672,38.26834;rot:30.88255,116.4812,104.3433;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1396;pos:-76.81778,-851.328,-38.26834;rot:329.1175,63.51883,284.3433;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1397;pos:-76.81778,-851.328,38.26834;rot:329.1175,116.4812,255.6567;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1398;pos:-90.61275,-781.976,-38.26834;rot:10.38376,67.10428,85.64703;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1399;pos:-90.61275,-781.976,38.26834;rot:10.38376,112.8957,94.35297;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1400;pos:-90.61275,-818.024,-38.26834;rot:349.6162,67.10428,274.353;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1401;pos:-90.61275,-818.024,38.26834;rot:349.6162,112.8957,265.647;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1402;pos:18.024,-709.3873,-38.26834;rot:64.97556,334.7802,332.5355;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1403;pos:18.024,-709.3873,38.26834;rot:64.97559,205.2198,207.4645;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1404;pos:18.024,-890.6127,-38.26834;rot:295.0244,334.7802,27.46453;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1405;pos:18.024,-890.6127,38.26834;rot:295.0244,205.2198,152.5355;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1406;pos:51.328,-723.1823,-38.26834;rot:50.19053,306.7068,299.8008;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1407;pos:51.328,-723.1823,38.26834;rot:50.19053,233.2932,240.1992;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1408;pos:51.328,-876.8177,-38.26834;rot:309.8095,306.7068,60.19914;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1409;pos:51.328,-876.8177,38.26834;rot:309.8095,233.2932,119.8008;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1410;pos:76.81778,-748.672,-38.26834;rot:30.88255,296.4812,284.3433;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1411;pos:76.81778,-748.672,38.26834;rot:30.88255,243.5188,255.6567;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1412;pos:76.81778,-851.328,-38.26834;rot:329.1175,296.4812,75.65671;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1413;pos:90.61275,-781.976,-38.26834;rot:10.38376,292.8957,274.353;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1414;pos:90.61275,-781.976,38.26834;rot:10.38376,247.1043,265.647;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1415;pos:90.61275,-818.024,-38.26834;rot:349.6162,292.8957,85.64703;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1416;pos:90.61275,-818.024,38.26834;rot:349.6162,247.1043,94.35297;m:cuboid;scl:4.745346,4.71969,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1417;pos:-81.73427,-783.7421,-124.7204;rot:6.222262,33.23843,80.60891;m:cuboid;scl:4.994244,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1418;pos:-81.73427,-816.2579,-124.7204;rot:353.7777,33.23843,279.3911;m:cuboid;scl:4.994244,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1419;pos:16.25796,-881.7343,-124.7204;rot:326.9825,352.573,13.45407;m:cuboid;scl:4.994244,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1420;pos:46.29874,-869.291,-124.7204;rot:332.4877,339.6341,38.78574;m:cuboid;scl:4.994244,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1421;pos:69.29096,-753.7012,-124.7204;rot:17.97837,330.9448,299.0552;m:cuboid;scl:4.994244,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1422;pos:69.29096,-846.2988,-124.7204;rot:342.0216,330.9448,60.94479;m:cuboid;scl:4.994244,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1423;pos:81.73427,-783.7421,-124.7204;rot:6.222262,326.7616,279.3911;m:cuboid;scl:4.994244,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1424;pos:81.73427,-816.2579,-124.7204;rot:353.7777,326.7616,80.60891;m:cuboid;scl:4.994244,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1425;pos:-14.93157,-875.066,-184.7759;rot:337.9553,4.619959,347.8496;m:cuboid;scl:5.294263,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1426;pos:-14.93157,-875.066,184.7759;rot:337.9553,175.38,192.1504;m:cuboid;scl:5.294263,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1427;pos:-42.5215,-863.6379,-184.7759;rot:341.4465,12.95959,324.1244;m:cuboid;scl:5.294263,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1428;pos:-75.06606,-814.9316,-184.7759;rot:355.7184,22.10968,280.4131;m:cuboid;scl:5.294263,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1429;pos:14.93157,-724.934,-184.7759;rot:22.04473,355.38,347.8496;m:cuboid;scl:5.294263,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1430;pos:14.93157,-875.066,-184.7759;rot:337.9553,355.38,12.15039;m:cuboid;scl:5.294263,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1431;pos:42.5215,-736.3621,-184.7759;rot:18.55349,347.0404,324.1244;m:cuboid;scl:5.294263,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1432;pos:42.5215,-863.6379,-184.7759;rot:341.4465,347.0404,35.87565;m:cuboid;scl:5.294263,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1433;pos:63.63793,-757.4785,-184.7759;rot:12.27517,340.996,301.6877;m:cuboid;scl:5.294263,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1434;pos:63.63793,-842.5215,-184.7759;rot:347.7248,340.996,58.3123;m:cuboid;scl:5.294263,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1435;pos:75.06606,-785.0684,-184.7759;rot:4.281563,337.8903,280.4131;m:cuboid;scl:5.294263,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1436;pos:75.06606,-814.9316,-184.7759;rot:355.7184,337.8903,79.58694;m:cuboid;scl:5.294263,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1437;pos:-122.324,-824.3317,-83.33553;rot:350.6647,55.73465,276.3061;m:cuboid;scl:6.879455,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1438;pos:-24.33175,-677.676,-83.33553;rot:54.63617,16.27636,19.69896;m:cuboid;scl:6.879455,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1439;pos:-24.33175,-922.324,-83.33553;rot:305.3638,16.27636,340.3011;m:cuboid;scl:6.879455,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1440;pos:-24.33175,-922.324,83.33553;rot:305.3638,163.7236,199.699;m:cuboid;scl:6.879455,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1441;pos:-69.29096,-696.2988,-83.33553;rot:43.73648,39.7425,50.25751;m:cuboid;scl:6.879455,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1442;pos:-69.29096,-903.7012,-83.33553;rot:316.2635,39.7425,309.7425;m:cuboid;scl:6.879455,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1443;pos:103.7013,-869.291,83.33553;rot:332.4877,231.2143,110.3659;m:cuboid;scl:6.879455,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1444;pos:122.324,-775.6683,-83.33553;rot:9.335303,304.2654,276.3061;m:cuboid;scl:6.879455,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1445;pos:122.324,-824.3317,-83.33553;rot:350.6647,304.2654,83.69389;m:cuboid;scl:6.879455,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1446;pos:24.33175,-677.676,-83.33553;rot:54.63617,343.7236,340.3011;m:cuboid;scl:6.879455,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1447;pos:24.33175,-922.324,83.33553;rot:305.3638,196.2764,160.301;m:cuboid;scl:6.879455,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1448;pos:69.29096,-903.7012,-83.33553;rot:316.2635,320.2575,50.25751;m:cuboid;scl:6.879455,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1449;pos:69.29096,-903.7012,83.33553;rot:316.2635,219.7425,129.7425;m:cuboid;scl:6.879455,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1450;pos:-117.5876,-878.5695,-141.4214;rot:336.8682,39.74254,295.2895;m:cuboid;scl:7.491272,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1451;pos:-117.5876,-878.5695,141.4214;rot:336.8682,140.2575,244.7105;m:cuboid;scl:7.491272,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1452;pos:-138.704,-827.59,-141.4214;rot:352.0708,44.44419,278.0063;m:cuboid;scl:7.491272,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1453;pos:-27.58994,-938.704,-141.4214;rot:316.0906,11.03926,344.2885;m:cuboid;scl:7.491272,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1454;pos:-27.58994,-938.704,141.4214;rot:316.0906,168.9607,195.7116;m:cuboid;scl:7.491272,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1455;pos:-78.5695,-917.5876,-141.4214;rot:323.9892,29.0552,316.6214;m:cuboid;scl:7.491272,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1456;pos:-78.5695,-917.5876,141.4214;rot:323.9892,150.9448,223.3786;m:cuboid;scl:7.491272,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1457;pos:117.5876,-878.5695,-141.4214;rot:336.8682,320.2574,64.71054;m:cuboid;scl:7.491272,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1458;pos:138.704,-772.41,-141.4214;rot:7.929193,315.5558,278.0063;m:cuboid;scl:7.491272,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1459;pos:138.704,-827.59,-141.4214;rot:352.0708,315.5558,81.99368;m:cuboid;scl:7.491272,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1460;pos:27.58994,-661.296,141.4214;rot:43.90941,191.0393,195.7116;m:cuboid;scl:7.491272,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1461;pos:27.58994,-938.704,-141.4214;rot:316.0906,348.9607,15.71156;m:cuboid;scl:7.491272,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1462;pos:78.5695,-917.5876,-141.4214;rot:323.9892,330.9448,43.3786;m:cuboid;scl:7.491272,8.646681,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1463;pos:-112.5991,-777.6027,-277.1638;rot:4.281563,22.10968,79.58694;m:cuboid;scl:7.509427,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1464;pos:-112.5991,-822.3973,-277.1638;rot:355.7184,22.10968,280.4131;m:cuboid;scl:7.509427,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1465;pos:-112.5991,-822.3973,277.1638;rot:355.7184,157.8903,259.5869;m:cuboid;scl:7.509427,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1466;pos:-22.39735,-687.4009,-277.1638;rot:22.04473,4.619959,12.15039;m:cuboid;scl:7.509427,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1467;pos:-22.39735,-912.5991,-277.1638;rot:337.9553,4.619959,347.8496;m:cuboid;scl:7.509427,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1468;pos:-63.78226,-704.5431,-277.1638;rot:18.55349,12.95959,35.87565;m:cuboid;scl:7.509427,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1469;pos:-63.78226,-895.4569,-277.1638;rot:341.4465,12.95959,324.1244;m:cuboid;scl:7.509427,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1470;pos:-63.78226,-895.4569,277.1638;rot:341.4465,167.0404,215.8756;m:cuboid;scl:7.509427,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1471;pos:-95.45689,-736.2178,-277.1638;rot:12.27517,19.00401,58.3123;m:cuboid;scl:7.509427,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1472;pos:-95.45689,-863.7822,-277.1638;rot:347.7248,19.00401,301.6877;m:cuboid;scl:7.509427,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1473;pos:-95.45689,-863.7822,277.1638;rot:347.7248,160.996,238.3123;m:cuboid;scl:7.509427,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1474;pos:112.5991,-822.3973,-277.1638;rot:355.7184,337.8903,79.58694;m:cuboid;scl:7.509427,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1475;pos:63.78226,-704.5431,-277.1638;rot:18.55349,347.0404,324.1244;m:cuboid;scl:7.509427,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1476;pos:63.78226,-895.4569,-277.1638;rot:341.4465,347.0404,35.87565;m:cuboid;scl:7.509427,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1477;pos:95.45689,-736.2178,-277.1638;rot:12.27517,340.996,301.6877;m:cuboid;scl:7.509427,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1478;pos:95.45689,-863.7822,-277.1638;rot:347.7248,340.996,58.3123;m:cuboid;scl:7.509427,12.57367,1.4;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1479;pos:-115.4849,-877.1646,207.8674;rot:342.0216,150.9448,240.9448;m:cuboid;scl:7.612307,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1480;pos:-136.2238,-772.9034,-207.8674;rot:6.222262,33.23843,80.60891;m:cuboid;scl:7.612307,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1481;pos:-136.2238,-827.0966,-207.8674;rot:353.7777,33.23843,279.3911;m:cuboid;scl:7.612307,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1482;pos:-27.09659,-936.2238,-207.8674;rot:326.9825,7.426963,346.5459;m:cuboid;scl:7.612307,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1483;pos:-77.16457,-915.4849,-207.8674;rot:332.4877,20.36591,321.2143;m:cuboid;scl:7.612307,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1484;pos:-77.16457,-915.4849,207.8674;rot:332.4877,159.6341,218.7857;m:cuboid;scl:7.612307,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1485;pos:115.4849,-722.8354,-207.8674;rot:17.97837,330.9448,299.0552;m:cuboid;scl:7.612307,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1486;pos:136.2238,-772.9034,-207.8674;rot:6.222262,326.7616,279.3911;m:cuboid;scl:7.612307,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1487;pos:136.2238,-827.0966,-207.8674;rot:353.7777,326.7616,80.60891;m:cuboid;scl:7.612307,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1488;pos:27.09659,-663.7762,-207.8674;rot:33.01752,352.573,346.5459;m:cuboid;scl:7.612307,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_1489;pos:27.09659,-663.7762,207.8674;rot:33.01752,187.427,193.4541;m:cuboid;scl:7.612307,1.4,10.9;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
