i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:barrier_1;pos:-700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_2;pos:0,745.795,-700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_3;pos:0,745.795,700;m:cuboid;scl:160,160,10;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_4;pos:700,745.795,-1.525;m:cuboid;scl:10,160,160;mat:transparent;clr:0,234,255,82;l:23;;
i:barrier_5;pos:-2.22,1253.08,17.87;m:cuboid;scl:160,10,160;mat:transparent;clr:0,234,255,82;l:23;;
i:cuboid_0;pos:250,0,159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_1;pos:277.637,0,156.737;rot:0,190.0013,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_2;pos:304.4342,0,149.5567;rot:0,199.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_3;pos:329.5775,0,137.8322;rot:0,209.9947,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_4;pos:352.3029,0,121.9197;rot:0,220.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_5;pos:371.9197,0,102.3028;rot:0,229.9993,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_6;pos:387.8322,0,79.5775;rot:0,240.0043,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_7;pos:399.5568,0,54.4342;rot:0,249.9994,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_8;pos:406.7371,0,27.63695;rot:0,260,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_9;pos:409.1549,0,0;rot:0,270,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_10;pos:250,0,-159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_11;pos:277.637,0,-156.737;rot:0,169.9987,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_12;pos:304.4342,0,-149.5567;rot:0,160.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_13;pos:329.5775,0,-137.8322;rot:0,150.0053,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_14;pos:352.3029,0,-121.9197;rot:0,139.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_15;pos:371.9197,0,-102.3028;rot:0,130.0007,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_16;pos:387.8322,0,-79.5775;rot:0,119.9957,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_17;pos:399.5568,0,-54.4342;rot:0,110.0006,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_18;pos:406.7371,0,-27.63695;rot:0,99.99998,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_19;pos:409.1549,0,0;rot:0,90,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_20;pos:-250,0,159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_21;pos:-277.637,0,156.737;rot:0,169.9987,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_22;pos:-304.4342,0,149.5567;rot:0,160.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_23;pos:-329.5775,0,137.8322;rot:0,150.0053,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_24;pos:-352.3029,0,121.9197;rot:0,139.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_25;pos:-371.9197,0,102.3028;rot:0,130.0007,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_26;pos:-387.8322,0,79.5775;rot:0,119.9957,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_27;pos:-399.5568,0,54.4342;rot:0,110.0006,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_28;pos:-406.7371,0,27.63695;rot:0,99.99998,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_29;pos:-409.1549,0,0;rot:0,90,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_30;pos:-250,0,-159.155;rot:0,180,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_31;pos:-277.637,0,-156.737;rot:0,190.0013,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_32;pos:-304.4342,0,-149.5567;rot:0,199.997,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_33;pos:-329.5775,0,-137.8322;rot:0,209.9947,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_34;pos:-352.3029,0,-121.9197;rot:0,220.003,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_35;pos:-371.9197,0,-102.3028;rot:0,229.9993,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_36;pos:-387.8322,0,-79.5775;rot:0,240.0043,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_37;pos:-399.5568,0,-54.4342;rot:0,249.9994,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_38;pos:-406.7371,0,-27.63695;rot:0,260,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_39;pos:-409.1549,0,0;rot:0,270,0;m:cuboid;scl:3.2141,0.5,5;t:grass2;til:0.6428,1;;
i:cuboid_40;pos:0,0,159.155;rot:0,180,0;m:cuboid;scl:50,0.5,5;t:grass2;til:10,1;;
i:cuboid_41;pos:0,0,-159.155;rot:0,180,0;m:cuboid;scl:50,0.5,5;t:grass2;til:10,1;;
i:cylinder_1649;pos:-460,77.5,102.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1650;pos:-460,72.5,102.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1651;pos:-460,87.5,107.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1652;pos:-460,82.5,107.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1653;pos:-460,77.5,107.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1654;pos:-460,72.5,107.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1655;pos:460,50,-120;rot:0,180,0;m:cylinder;scl:0.1,5,0.1;t:metal4;til:0.1,6;;
i:cylinder_1656;pos:460,10,-120;rot:0,180,0;m:cylinder;scl:0.2,1,0.2;t:metal4;til:0.1,6;;
i:cylinder_1657;pos:460,1,-120;rot:0,180,0;m:cylinder;scl:0.4,0.1,0.4;t:metal4;til:0.1,6;;
i:cylinder_1658;pos:460,70,-120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1659;pos:460,80,-120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1660;pos:460,90,-120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1661;pos:460,75,-120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1662;pos:460,85,-120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1663;pos:460,87.5,-122.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1664;pos:460,82.5,-122.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1665;pos:460,77.5,-122.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1666;pos:460,72.5,-122.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1667;pos:460,87.5,-127.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1668;pos:460,82.5,-127.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1669;pos:460,77.5,-127.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1670;pos:460,72.5,-127.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1671;pos:460,87.5,-132.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1672;pos:460,82.5,-132.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1673;pos:460,77.5,-132.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1674;pos:460,72.5,-132.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1675;pos:460,87.5,-137.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1676;pos:460,82.5,-137.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1677;pos:460,77.5,-137.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1678;pos:460,72.5,-137.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1679;pos:460,87.5,-112.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1680;pos:460,82.5,-112.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1681;pos:460,77.5,-112.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1682;pos:460,72.5,-112.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1683;pos:460,87.5,-117.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1684;pos:460,82.5,-117.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1685;pos:460,77.5,-117.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1686;pos:460,72.5,-117.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1687;pos:460,87.5,-102.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1688;pos:460,82.5,-102.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1689;pos:460,77.5,-102.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1690;pos:460,72.5,-102.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1691;pos:460,87.5,-107.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1692;pos:460,82.5,-107.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1693;pos:460,77.5,-107.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1694;pos:460,72.5,-107.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1695;pos:460,87.5,-122.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1696;pos:460,82.5,-122.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1697;pos:460,77.5,-122.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1698;pos:460,72.5,-122.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1699;pos:460,87.5,-127.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1700;pos:460,82.5,-127.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1701;pos:460,77.5,-127.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1702;pos:460,72.5,-127.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1703;pos:460,87.5,-132.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1704;pos:460,82.5,-132.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1705;pos:460,77.5,-132.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1706;pos:460,72.5,-132.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1707;pos:460,87.5,-137.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1708;pos:460,82.5,-137.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1709;pos:460,77.5,-137.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1710;pos:460,72.5,-137.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1711;pos:460,87.5,-112.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1712;pos:460,82.5,-112.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1713;pos:460,77.5,-112.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1714;pos:460,72.5,-112.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1715;pos:460,87.5,-117.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1716;pos:460,82.5,-117.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1717;pos:460,77.5,-117.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1718;pos:460,72.5,-117.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1719;pos:460,87.5,-102.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1720;pos:460,82.5,-102.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1721;pos:460,77.5,-102.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1722;pos:460,72.5,-102.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1723;pos:460,87.5,-107.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1724;pos:460,82.5,-107.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1725;pos:460,77.5,-107.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1726;pos:460,72.5,-107.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1727;pos:460,50,120;rot:0,180,0;m:cylinder;scl:0.1,5,0.1;t:metal4;til:0.1,6;;
i:cylinder_1728;pos:460,10,120;rot:0,180,0;m:cylinder;scl:0.2,1,0.2;t:metal4;til:0.1,6;;
i:cylinder_1729;pos:460,1,120;rot:0,180,0;m:cylinder;scl:0.4,0.1,0.4;t:metal4;til:0.1,6;;
i:cylinder_1730;pos:460,70,120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1731;pos:460,80,120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1732;pos:460,90,120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1733;pos:460,75,120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1734;pos:460,85,120;rot:270.0198,180,0;m:cylinder;scl:0.1,2,0.1;t:metal4;til:0.1,6;;
i:cylinder_1735;pos:460,87.5,122.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1736;pos:460,82.5,122.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1737;pos:460,77.5,122.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1738;pos:460,72.5,122.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1739;pos:460,87.5,127.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1740;pos:460,82.5,127.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1741;pos:460,77.5,127.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1742;pos:460,72.5,127.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1743;pos:460,87.5,132.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1744;pos:460,82.5,132.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1745;pos:460,77.5,132.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1746;pos:460,72.5,132.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1747;pos:460,87.5,137.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1748;pos:460,82.5,137.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1749;pos:460,77.5,137.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1750;pos:460,72.5,137.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1751;pos:460,87.5,112.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1752;pos:460,82.5,112.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1753;pos:460,77.5,112.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1754;pos:460,72.5,112.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1755;pos:460,87.5,117.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1756;pos:460,82.5,117.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1757;pos:460,77.5,117.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1758;pos:460,72.5,117.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1759;pos:460,87.5,102.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1760;pos:460,82.5,102.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1761;pos:460,77.5,102.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1762;pos:460,72.5,102.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1763;pos:460,87.5,107.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1764;pos:460,82.5,107.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1765;pos:460,77.5,107.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1766;pos:460,72.5,107.5;rot:0,180,90;m:cylinder;scl:0.5,0.1,0.5;t:metal2;til:0.1,6;;
i:cylinder_1767;pos:460,87.5,122.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1768;pos:460,82.5,122.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1769;pos:460,77.5,122.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1770;pos:460,72.5,122.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1771;pos:460,87.5,127.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1772;pos:460,82.5,127.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1773;pos:460,77.5,127.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1774;pos:460,72.5,127.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1775;pos:460,87.5,132.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1776;pos:460,82.5,132.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1777;pos:460,77.5,132.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1778;pos:460,72.5,132.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1779;pos:460,87.5,137.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1780;pos:460,82.5,137.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1781;pos:460,77.5,137.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1782;pos:460,72.5,137.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1783;pos:460,87.5,112.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1784;pos:460,82.5,112.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1785;pos:460,77.5,112.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1786;pos:460,72.5,112.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1787;pos:460,87.5,117.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1788;pos:460,82.5,117.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1789;pos:460,77.5,117.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1790;pos:460,72.5,117.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1791;pos:460,87.5,102.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1792;pos:460,82.5,102.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1793;pos:460,77.5,102.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1794;pos:460,72.5,102.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1795;pos:460,87.5,107.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1796;pos:460,82.5,107.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1797;pos:460,77.5,107.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1798;pos:460,72.5,107.5;rot:0,180,90;m:cylinder;scl:0.4,0.11,0.4;t:ice1;til:0.1,6;;
i:cylinder_1799;pos:220,50,210;rot:0,180,0;m:cylinder;scl:0.1,5,0.1;t:metal4;til:0.1,6;;
