i:ground;pos:-6.8,-32,6.2;m:cuboid;scl:134.1,6.4,134.1;t:grass1;til:15,15;;
i:cuboid_1;pos:0,-24.29533,0;m:cuboid;scl:1100,5,1100;mat:transparent;clr:0,234,255,82;l:23;c:barrier;;
i:cuboid_2;pos:0,-24.66419,0;m:cuboid;scl:1100,5,1100;t:earth2;til:600,600;clr:66,165,243,255;;
i:cuboid_6804;pos:-1529.267,1649.9,-4507.612;rot:0,225.7188,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6805;pos:-1527.039,1649.9,-4511.066;rot:0,253.9687,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6806;pos:-1526.747,1649.997,-4515.302;rot:0,279.9682,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6807;pos:-1528.158,1650.005,-4518.798;rot:0,304.518,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6808;pos:-1530.877,1649.946,-4521.751;rot:0,330.6173,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6809;pos:-1534.985,1649.774,-4522.58;rot:0,353.8161,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6810;pos:-1538.719,1649.892,-4522.115;rot:0,23.36614,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:cuboid_6811;pos:-1541.807,1649.906,-4520.105;rot:0,43.01612,0;m:cuboid;scl:0.25,0.4,0.25;t:stone1;til:0.135,0.3;;
i:boulder1_6812;pos:-1571.643,1650.687,-4486.685;rot:0,186.7459,0;m:boulder1;scl:0.1,0.2,0.1;t:empty;til:5000,5000;clr:255,144,255,255;;
i:boulder1_6813;pos:-1553.292,1650.741,-4489.918;rot:0,73.49434,0;m:boulder1;scl:0.1,0.2,0.1;t:empty;til:5000,5000;clr:130,104,255,255;;
i:cuboid_6814;pos:-1563.868,1648.589,-4494.659;rot:0,9.643064,0;m:cuboid;scl:2,0.12,1.5;mat:transparent;clr:130,104,255,200;;
i:cuboid_6815;pos:-1564.873,1654.474,-4501.843;rot:0,9.661017,0;m:cuboid;scl:2,1.2,0.05;mat:transparent;clr:130,104,255,200;;
i:cuboid_6816;pos:-1560.864,1633.797,-4477.037;rot:-3.841982E-06,189.7349,36.84003;m:cuboid;scl:0.035,0.2,0.05;t:empty;til:5000,5000;clr:255,139,255,255;;
i:cuboid_6817;pos:-1560.823,1633.797,-4477.04;rot:3.841982E-06,189.7349,323.8;m:cuboid;scl:0.035,0.2,0.05;t:empty;til:5000,5000;clr:255,139,255,255;;
i:cuboid_6818;pos:-1562.471,1633.734,-4476.688;rot:0,190.7344,0;m:cuboid;scl:0.06,0.035,0.05;t:empty;til:5000,5000;clr:0,0,0,255;;
i:cuboid_6819;pos:-1563.233,1633.733,-4476.624;rot:0,190.7344,0;m:cuboid;scl:0.06,0.035,0.05;t:empty;til:5000,5000;clr:0,0,0,255;;
i:cuboid_6820;pos:-1563.973,1633.734,-4476.442;rot:0,190.7344,0;m:cuboid;scl:0.06,0.035,0.05;t:empty;til:5000,5000;clr:0,0,0,255;;
i:cuboid_6821;pos:-1559.123,1633.693,-4477.281;rot:0,190.7344,0;m:cuboid;scl:0.06,0.035,0.05;t:empty;til:5000,5000;clr:0,0,0,255;;
i:cuboid_6822;pos:-1558.344,1633.694,-4477.466;rot:0,190.7344,0;m:cuboid;scl:0.06,0.035,0.05;t:empty;til:5000,5000;clr:0,0,0,255;;
i:cuboid_6823;pos:-1557.598,1633.693,-4477.607;rot:0,190.7344,0;m:cuboid;scl:0.06,0.035,0.05;t:empty;til:5000,5000;clr:0,0,0,255;;
i:prism_6824;pos:-1562.004,1633.011,-4476.754;rot:300.6096,105.1096,82.60043;m:prism;scl:0.04,0.035,0.05;t:empty;til:5000,5000;clr:0,0,0,255;;
i:prism_6825;pos:-1559.611,1633.01,-4477.17;rot:302.8,278.6699,270.0738;m:prism;scl:0.04,0.035,0.05;t:empty;til:5000,5000;clr:0,0,0,255;;
i:canal1_6826;pos:-1557.594,1638.412,-4489.912;rot:356.2438,119.9862,21.46331;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6827;pos:-1561.438,1628.255,-4501.513;rot:356.2438,119.9862,21.46331;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6828;pos:-1559.855,1640.049,-4493.58;rot:356.2438,119.9862,21.46331;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6829;pos:-1563.467,1629.933,-4505.345;rot:3.013714,102.9526,21.5747;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6830;pos:-1561.608,1641.769,-4497.478;rot:3.483703,101.7601,21.50712;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6831;pos:-1568.074,1637.493,-4486.048;rot:10.76329,82.10861,23.2414;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6832;pos:-1567.602,1638.372,-4488.103;rot:10.775,82.1132,23.84221;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6833;pos:-1566.679,1640.049,-4492.297;rot:10.88052,81.76215,21.37633;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6834;pos:-1566.203,1640.888,-4494.453;rot:10.25355,85.17145,21.77065;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6835;pos:-1567.108,1639.251,-4490.175;rot:9.55242,81.04161,21.61488;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6836;pos:-1566.184,1641.731,-4496.575;rot:3.615635,101.4245,23.08634;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6837;pos:-1566.582,1642.609,-4498.682;rot:3.902,101.0674,23.26036;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6838;pos:-1562.556,1643.93,-4502.754;rot:3.410386,101.9465,22.11834;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6839;pos:-1556.46,1637.572,-4488.065;rot:356.2438,119.9862,21.46331;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6840;pos:-1561.536,1645.48,-4504.413;rot:359.1642,190.6657,327.6096;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6841;pos:-1568.654,1645.281,-4503.076;rot:359.3214,189.5304,31.79747;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6842;pos:-1570.602,1646.417,-4502.745;rot:0.4595445,189.6937,31.31755;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6843;pos:-1572.542,1647.655,-4502.437;rot:2.375736,190.9672,32.53051;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6844;pos:-1559.579,1646.696,-4504.72;rot:2.134434E-06,189.2329,327.92;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6845;pos:-1557.672,1647.937,-4505.054;rot:2.561321E-06,189.2329,327.68;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6846;pos:-1558.309,1636.186,-4512.089;rot:1.707547E-06,189.2329,327.6;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6847;pos:-1575.039,1636.394,-4509.307;rot:358.3229,187.1707,33.9636;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6848;pos:-1560.312,1627.375,-4499.688;rot:356.2438,119.9862,21.46331;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6849;pos:-1558.744,1639.211,-4491.736;rot:356.2438,119.9862,21.46331;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6850;pos:-1562.584,1629.053,-4503.335;rot:356.2438,119.9862,21.46331;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6851;pos:-1560.892,1640.89,-4495.451;rot:358.35,114.6618,21.71466;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6852;pos:-1563.855,1630.772,-4507.438;rot:3.849842,100.8276,21.44748;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6853;pos:-1569.781,1626.495,-4496.117;rot:10.76329,82.10861,23.24139;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6854;pos:-1569.323,1627.334,-4498.227;rot:10.775,82.1132,22.64221;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6855;pos:-1568.397,1629.012,-4502.367;rot:10.88052,81.76215,18.97633;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6856;pos:-1568.164,1629.852,-4504.536;rot:5.447449,96.71426,23.51392;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6857;pos:-1568.862,1628.134,-4500.316;rot:9.552418,81.04161,20.57488;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6858;pos:-1568.399,1630.734,-4506.646;rot:3.615635,101.4245,23.08634;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6859;pos:-1568.759,1631.653,-4508.723;rot:3.902,101.0674,23.26036;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6860;pos:-1564.236,1631.613,-4509.574;rot:3.410378,101.9465,21.51833;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6861;pos:-1559.181,1626.535,-4497.861;rot:356.2438,119.9862,21.46331;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6862;pos:-1563.099,1633.161,-4511.275;rot:359.1642,190.6657,327.6096;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6863;pos:-1570.395,1633.122,-4510.078;rot:359.6311,189.2559,35.19833;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6864;pos:-1572.24,1634.417,-4509.758;rot:359.8358,190.7188,34.52017;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6865;pos:-1574.09,1635.736,-4509.405;rot:2.045406,191.5164,34.95152;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6866;pos:-1561.192,1634.377,-4511.608;rot:2.134434E-06,189.2329,327.92;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6867;pos:-1559.297,1635.577,-4511.918;rot:2.561321E-06,189.2329,327.68;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6868;pos:-1558.309,1636.186,-4512.089;rot:1.707547E-06,189.2329,327.6;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6869;pos:-1575.039,1636.394,-4509.307;rot:358.3229,187.1707,33.9636;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6870;pos:-1562.324,1643.499,-4501.721;rot:0.3952064,280.3847,336.7232;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6871;pos:-1561.946,1642.618,-4499.611;rot:-1.707547E-06,279.2159,337.2;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6872;pos:-1566.956,1643.506,-4500.756;rot:1.032288,101.0792,23.3785;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6873;pos:-1567.135,1643.906,-4501.818;rot:359.6125,99.5875,22.79688;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6874;pos:-1573.452,1648.193,-4502.289;rot:358.9403,11.03703,331.2178;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6875;pos:-1556.724,1648.556,-4505.213;rot:359.2458,190.0335,327.4077;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6876;pos:-1571.485,1646.49,-4507.41;rot:0.4185381,9.486109,328.0028;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6877;pos:-1560.452,1646.552,-4509.314;rot:-8.537737E-07,9.711995,32.80001;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6878;pos:-1575.031,1637.043,-4503.414;rot:0,279.5722,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6879;pos:-1556.266,1637.029,-4508.707;rot:0,99.27936,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6880;pos:-1553.94,1637.068,-4494.34;rot:0,99.62923,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6881;pos:-1572.9,1637.114,-4490.901;rot:0,279.5082,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6882;pos:-1574.358,1648.289,-4506.879;rot:0.4185381,9.486109,328.0028;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6883;pos:-1558.551,1647.792,-4509.644;rot:-8.537737E-07,9.711995,32.80001;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6884;pos:-1575.401,1637.043,-4505.705;rot:0,279.5722,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6885;pos:-1555.928,1637.029,-4506.452;rot:0,99.27936,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6886;pos:-1554.319,1637.068,-4496.629;rot:0,98.82923,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6887;pos:-1573.302,1637.114,-4493.185;rot:0,279.5082,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6888;pos:-1573.413,1647.69,-4507.052;rot:0.4185381,9.486109,328.0028;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6889;pos:-1557.596,1648.392,-4509.79;rot:-8.537737E-07,9.711995,32.80001;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6890;pos:-1574.844,1637.042,-4502.272;rot:0,279.5722,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6891;pos:-1555.544,1637.028,-4504.167;rot:0,99.27936,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6892;pos:-1554.698,1637.068,-4498.918;rot:0,100.2292,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6893;pos:-1573.707,1637.073,-4495.478;rot:0,279.5082,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6894;pos:-1569.518,1637.11,-4486.631;rot:0,9.708183,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6895;pos:-1555.45,1637.126,-4489.006;rot:0,9.788215,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6896;pos:-1574.489,1637.083,-4500.062;rot:0,279.5722,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6897;pos:-1555.067,1637.069,-4501.193;rot:0,99.27936,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6898;pos:-1553.561,1637.028,-4492.046;rot:0,100.2292,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6899;pos:-1572.505,1637.114,-4488.655;rot:0,279.5082,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6900;pos:-1569.557,1645.29,-4507.767;rot:0.4185381,9.486109,328.0028;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6901;pos:-1562.401,1645.313,-4509.01;rot:-8.537737E-07,9.711995,32.80001;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6902;pos:-1575.772,1637.083,-4507.992;rot:0,279.5722,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6903;pos:-1556.651,1637.07,-4510.993;rot:0,99.27936,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6904;pos:-1553.561,1637.028,-4492.046;rot:0,100.2292,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6905;pos:-1574.109,1637.073,-4497.764;rot:0,279.5082,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6906;pos:-1575.758,1649.094,-4507.955;rot:0,279.7554,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6907;pos:-1576.123,1649.095,-4510.248;rot:0,279.4754,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6908;pos:-1576.518,1649.093,-4512.494;rot:0,279.7554,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6909;pos:-1556.816,1649.112,-4511.249;rot:0,99.05509,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6910;pos:-1557.149,1649.112,-4513.506;rot:0,99.65508,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:canal1_6911;pos:-1557.527,1649.113,-4515.795;rot:0,99.53507,0;m:canal1;scl:0.035,0.035,0.035;t:wood1;clr:255,130,255,255;;
i:trunk1_6912;pos:-1486.728,1592.382,-3978.74;rot:0,282.2469,0;m:trunk1;scl:0.15,0.05,0.15;t:crystal1;clr:255,124,255,255;;
i:sphere_6914;pos:-1561.797,1634.053,-4476.781;rot:0,190.7344,0;m:sphere;scl:0.05,0.05,0.05;t:empty;til:5000,5000;clr:0,0,0,255;;
i:sphere_6915;pos:-1561.845,1633.253,-4476.811;rot:0,190.7344,0;m:sphere;scl:0.05,0.05,0.05;t:empty;til:5000,5000;clr:0,0,0,255;;
i:sphere_6916;pos:-1559.786,1634.013,-4477.121;rot:0,190.7344,0;m:sphere;scl:0.05,0.05,0.05;t:empty;til:5000,5000;clr:0,0,0,255;;
i:sphere_6917;pos:-1559.793,1633.253,-4477.159;rot:0,190.7344,0;m:sphere;scl:0.05,0.05,0.05;t:empty;til:5000,5000;clr:0,0,0,255;;
i:cylinder_6918;pos:-1559.111,1618.089,-4468.928;rot:0,192.246,0;m:cylinder;scl:3,0.25,3;t:stone9;til:0.75,0.75;;
i:cuboid_6919;pos:-1532.405,1609.451,-4449.231;rot:8.999993,279.5892,6.050912E-06;m:cuboid;scl:0.5,0.1,4;t:stone9;til:0.15,0.95;;
i:cuboid_6920;pos:-1531.447,1603.208,-4443.518;rot:351.0006,280.1962,359.882;m:cuboid;scl:0.5,0.1,4;t:stone9;til:0.15,0.95;;
i:cuboid_6921;pos:-1530.203,1596.012,-4438.164;rot:11.79999,279.5892,6.977645E-06;m:cuboid;scl:0.5,0.1,4;t:stone9;til:0.15,0.95;;
i:cuboid_6922;pos:-1557.904,1619.32,-4454.5;rot:0,188.7197,0;m:cuboid;scl:1.5,0.25,1.5;t:stone9;til:0.35,0.35;;
i:cuboid_6923;pos:-1530.781,1616.048,-4455.319;rot:348.4,279.5891,3.486301E-06;m:cuboid;scl:0.5,0.1,4;t:stone9;til:0.15,0.95;;
i:cuboid_6924;pos:-1506.496,1611.824,-4458.65;rot:0,189.4609,0;m:cuboid;scl:1.5,0.25,1.5;t:stone9;til:0.35,0.35;;
i:cuboid_6925;pos:-1559.059,1605.575,-4443.525;rot:0,190.4721,0;m:cuboid;scl:1.5,0.25,1.5;t:stone9;til:0.35,0.35;;
i:cuboid_6926;pos:-1504.46,1599.313,-4447.523;rot:0,189.2241,0;m:cuboid;scl:1.5,0.25,1.5;t:stone9;til:0.35,0.35;;
i:boulder1_6927;pos:-1543.831,1583.161,-4478.429;rot:0.9014882,14.98287,349.6387;m:boulder1;scl:5,3,3;clr:101,52,0,255;;
i:boulder1_6928;pos:-1505.01,1588.956,-4449.591;rot:75.08356,121.9458,306.2944;m:boulder1;clr:101,52,0,255;;
i:boulder1_6929;pos:-1486.725,1577.834,-4477.173;rot:47.96723,114.1279,312.059;m:boulder1;scl:1.5,1.5,4;clr:101,52,0,255;;
i:boulder1_6930;pos:-1558.951,1609.084,-4457.211;rot:74.14416,134.0928,312.1125;m:boulder1;clr:101,52,0,255;;
i:boulder1_6931;pos:-1546.661,1580.639,-4459.032;rot:47.41363,134.9846,310.1978;m:boulder1;scl:1,1,3;clr:101,52,0,255;;
i:boulder1_6932;pos:-1536.317,1584.3,-4442.261;rot:61.67717,152.123,322.5034;m:boulder1;scl:2.25,0.5,1;clr:101,52,0,255;;
i:boulder1_6933;pos:-1532.537,1592.285,-4448.462;rot:70.43314,202.5675,15.30023;m:boulder1;scl:2.25,0.5,1;clr:101,52,0,255;;
i:boulder1_6934;pos:-1536.646,1598.293,-4453.936;rot:63.60477,155.679,327.2519;m:boulder1;scl:2.25,0.5,1;clr:101,52,0,255;;
i:boulder1_6935;pos:-1539.633,1607.115,-4458.515;rot:66.99257,204.6662,16.23513;m:boulder1;scl:2.25,0.5,1;clr:101,52,0,255;;
i:boulder1_6936;pos:-1507.354,1599.996,-4439.481;rot:0,4.540323,0;m:boulder1;scl:0.35,0.2,0.1;clr:101,52,0,255;;
i:boulder1_6937;pos:-1500.581,1600.865,-4440.417;rot:0,189.8378,0;m:boulder1;scl:0.35,0.2,0.1;clr:101,52,0,255;;
i:boulder1_6938;pos:-1496.954,1601.316,-4447.859;rot:0,276.2378,0;m:boulder1;scl:0.35,0.2,0.1;clr:101,52,0,255;;
i:boulder1_6939;pos:-1497.264,1600.906,-4442.768;rot:0,59.78696,0;m:boulder1;scl:0.2,0.2,0.2;clr:101,52,0,255;;
i:boulder1_6940;pos:-1512.122,1600.326,-4444.059;rot:0,213.4351,0;m:boulder1;scl:0.075,0.15,0.075;clr:101,52,0,255;;
i:boulder1_6941;pos:-1550.849,1607.246,-4443.009;rot:0,289.9343,0;m:boulder1;scl:0.075,0.15,0.075;clr:101,52,0,255;;
i:boulder1_6942;pos:-1513.914,1613.608,-4455.293;rot:0,98.43372,0;m:boulder1;scl:0.075,0.15,0.075;clr:101,52,0,255;;
i:boulder1_6943;pos:-1550.304,1620.567,-4455.057;rot:0,270.6829,0;m:boulder1;scl:0.075,0.15,0.075;clr:101,52,0,255;;
i:boulder1_6944;pos:-1551.115,1618.675,-4448.466;rot:0,289.2134,0;m:boulder1;scl:0.1,0.3,0.3;clr:101,52,0,255;;
i:boulder1_6945;pos:-1515.584,1601.419,-4454.936;rot:0,51.13181,0;m:boulder1;scl:0.5,0.5,0.5;clr:101,52,0,255;;
i:boulder1_6946;pos:-1548.484,1602.738,-4443.339;rot:85.07864,217.8964,38.03149;m:boulder1;scl:0.6,0.6,0.3;clr:101,52,0,255;;
i:boulder1_6947;pos:-1538.368,1601.191,-4441.856;rot:80.79271,220.9169,33.0055;m:boulder1;scl:0.8,0.3,0.3;clr:101,52,0,255;;
i:boulder1_6948;pos:-1546.618,1604.109,-4446.717;rot:73.8511,134.2912,305.7815;m:boulder1;scl:0.8,0.3,0.3;clr:101,52,0,255;;
i:boulder1_6949;pos:-1553.737,1605.578,-4436.798;rot:343.2885,199.2352,358.2524;m:boulder1;scl:0.3,0.3,0.1;clr:101,52,0,255;;
i:boulder1_6950;pos:-1558.706,1605.19,-4435.561;rot:17.64498,22.32295,1.330601;m:boulder1;scl:0.3,0.3,0.1;clr:101,52,0,255;;
i:boulder1_6951;pos:-1562.725,1606.065,-4435.178;rot:0,346.9655,0;m:boulder1;scl:0.2,0.2,0.1;clr:101,52,0,255;;
i:boulder1_6952;pos:-1565.526,1606.347,-4437.026;rot:0,118.8254,0;m:boulder1;scl:0.2,0.2,0.1;clr:101,52,0,255;;
i:boulder1_6953;pos:-1566.6,1605.591,-4444.071;rot:0,102.1232,0;m:boulder1;scl:0.6,0.3,0.2;clr:101,52,0,255;;
i:boulder1_6954;pos:-1509.379,1612.505,-4450.075;rot:0,9.120412,0;m:boulder1;scl:0.3,0.2,0.1;clr:101,52,0,255;;
i:boulder1_6955;pos:-1503.659,1612.581,-4450.852;rot:0,195.9177,0;m:boulder1;scl:0.3,0.2,0.1;clr:101,52,0,255;;
i:boulder1_6956;pos:-1498.762,1613.31,-4464.729;rot:0,100.1662,0;m:boulder1;scl:0.4,0.2,0.2;clr:101,52,0,255;;
i:boulder1_6957;pos:-1497.396,1613.309,-4459.166;rot:0,96.56623,0;m:boulder1;scl:0.4,0.2,0.2;clr:101,52,0,255;;
i:boulder1_6958;pos:-1503.67,1613.279,-4467.165;rot:0,13.16608,0;m:boulder1;scl:0.4,0.2,0.2;clr:101,52,0,255;;
i:boulder1_6959;pos:-1511.913,1613.141,-4464.943;rot:0,196.7159,0;m:boulder1;scl:0.4,0.2,0.2;clr:101,52,0,255;;
i:boulder1_6960;pos:-1498.961,1611.732,-4453.167;rot:0,83.66537,0;m:boulder1;scl:0.15,0.3,0.15;clr:101,52,0,255;;
i:boulder1_6961;pos:-1515.47,1612.327,-4461.952;rot:0,243.1647,0;m:boulder1;scl:0.15,0.3,0.15;clr:101,52,0,255;;
i:boulder1_6962;pos:-1556.622,1618.734,-4447.398;rot:0,91.76204,0;m:boulder1;scl:0.1,0.3,0.3;clr:101,52,0,255;;
i:boulder1_6963;pos:-1564.783,1618.838,-4450.832;rot:0,187.0612,0;m:boulder1;scl:0.1,0.3,0.3;clr:101,52,0,255;;
i:boulder1_6964;pos:-1560.979,1618.41,-4446.874;rot:0,280.3609,0;m:boulder1;scl:0.1,0.3,0.3;clr:101,52,0,255;;
i:boulder1_6965;pos:-1564.156,1619.36,-4447.021;rot:0,126.4106,0;m:boulder1;scl:0.1,0.2,0.1;clr:101,52,0,255;;
i:boulder1_6966;pos:-1546.875,1608.043,-4480.531;rot:353.6378,322.6877,179.5511;m:boulder1;scl:2.5,1,2.5;clr:101,52,0,255;;
i:boulder1_6967;pos:-1575.336,1617.97,-4468.185;rot:0,275.4971,0;m:boulder1;scl:0.75,0.5,0.2;clr:101,52,0,255;;
i:boulder1_6968;pos:-1547.168,1617.133,-4460.048;rot:0,236.8466,0;m:boulder1;scl:0.75,0.5,0.2;clr:101,52,0,255;;
i:boulder1_6969;pos:-1544.585,1618.126,-4471.691;rot:0,93.82548,0;m:boulder1;scl:0.75,0.5,0.2;clr:101,52,0,255;;
